sub,algorithm,solution,context,door,x,y,path_weight
110,hamiltonian,4,1,11,3,2,5.650281539
110,hamiltonian,4,1,8,2,1,5.650281539
110,hamiltonian,1,2,3,1,2,5.990704784
110,hamiltonian,1,2,6,2,3,5.990704784
110,hamiltonian,1,2,9,3,4,5.990704784
110,hamiltonian,1,2,16,4,1,5.990704784
110,hamiltonian,2,2,9,3,4,5.990704784
110,hamiltonian,2,2,6,2,3,5.990704784
110,hamiltonian,2,2,3,1,2,5.990704784
110,hamiltonian,2,2,16,4,1,5.990704784
110,hamiltonian,3,2,16,4,1,5.990704784
110,hamiltonian,3,2,3,1,2,5.990704784
110,hamiltonian,3,2,6,2,3,5.990704784
110,hamiltonian,3,2,9,3,4,5.990704784
110,hamiltonian,4,2,16,4,1,5.990704784
110,hamiltonian,4,2,9,3,4,5.990704784
110,hamiltonian,4,2,6,2,3,5.990704784
110,hamiltonian,4,2,3,1,2,5.990704784
111,hamiltonian,1,1,5,2,4,5.650281539
111,hamiltonian,1,1,13,4,4,5.650281539
111,hamiltonian,1,1,11,3,2,5.650281539
111,hamiltonian,1,1,8,2,1,5.650281539
111,hamiltonian,2,1,8,2,1,5.650281539
111,hamiltonian,2,1,11,3,2,5.650281539
111,hamiltonian,2,1,5,2,4,5.650281539
111,hamiltonian,2,1,13,4,4,5.650281539
111,hamiltonian,3,1,8,2,1,5.650281539
111,hamiltonian,3,1,11,3,2,5.650281539
111,hamiltonian,3,1,13,4,4,5.650281539
111,hamiltonian,3,1,5,2,4,5.650281539
111,hamiltonian,4,1,13,4,4,5.650281539
111,hamiltonian,4,1,5,2,4,5.650281539
111,hamiltonian,4,1,11,3,2,5.650281539
111,hamiltonian,4,1,8,2,1,5.650281539
111,hamiltonian,1,2,3,1,2,5.990704784
111,hamiltonian,1,2,6,2,3,5.990704784
111,hamiltonian,1,2,9,3,4,5.990704784
111,hamiltonian,1,2,16,4,1,5.990704784
111,hamiltonian,2,2,9,3,4,5.990704784
111,hamiltonian,2,2,6,2,3,5.990704784
111,hamiltonian,2,2,3,1,2,5.990704784
111,hamiltonian,2,2,16,4,1,5.990704784
111,hamiltonian,3,2,16,4,1,5.990704784
111,hamiltonian,3,2,3,1,2,5.990704784
111,hamiltonian,3,2,6,2,3,5.990704784
111,hamiltonian,3,2,9,3,4,5.990704784
111,hamiltonian,4,2,16,4,1,5.990704784
111,hamiltonian,4,2,9,3,4,5.990704784
111,hamiltonian,4,2,6,2,3,5.990704784
111,hamiltonian,4,2,3,1,2,5.990704784
112,hamiltonian,1,1,5,2,4,5.650281539
112,hamiltonian,1,1,13,4,4,5.650281539
112,hamiltonian,1,1,11,3,2,5.650281539
112,hamiltonian,1,1,8,2,1,5.650281539
112,hamiltonian,2,1,8,2,1,5.650281539
112,hamiltonian,2,1,11,3,2,5.650281539
112,hamiltonian,2,1,5,2,4,5.650281539
112,hamiltonian,2,1,13,4,4,5.650281539
112,hamiltonian,3,1,8,2,1,5.650281539
112,hamiltonian,3,1,11,3,2,5.650281539
112,hamiltonian,3,1,13,4,4,5.650281539
112,hamiltonian,3,1,5,2,4,5.650281539
112,hamiltonian,4,1,13,4,4,5.650281539
112,hamiltonian,4,1,5,2,4,5.650281539
112,hamiltonian,4,1,11,3,2,5.650281539
112,hamiltonian,4,1,8,2,1,5.650281539
112,hamiltonian,1,2,3,1,2,5.990704784
112,hamiltonian,1,2,6,2,3,5.990704784
112,hamiltonian,1,2,9,3,4,5.990704784
112,hamiltonian,1,2,16,4,1,5.990704784
112,hamiltonian,2,2,9,3,4,5.990704784
112,hamiltonian,2,2,6,2,3,5.990704784
112,hamiltonian,2,2,3,1,2,5.990704784
112,hamiltonian,2,2,16,4,1,5.990704784
112,hamiltonian,3,2,16,4,1,5.990704784
112,hamiltonian,3,2,3,1,2,5.990704784
112,hamiltonian,3,2,6,2,3,5.990704784
112,hamiltonian,3,2,9,3,4,5.990704784
112,hamiltonian,4,2,16,4,1,5.990704784
112,hamiltonian,4,2,9,3,4,5.990704784
112,hamiltonian,4,2,6,2,3,5.990704784
112,hamiltonian,4,2,3,1,2,5.990704784
113,hamiltonian,1,1,9,3,4,5.4142135620000005
113,hamiltonian,1,1,6,2,3,5.4142135620000005
113,hamiltonian,1,1,8,2,1,5.4142135620000005
113,hamiltonian,1,1,16,4,1,5.4142135620000005
113,hamiltonian,2,1,16,4,1,5.4142135620000005
113,hamiltonian,2,1,8,2,1,5.4142135620000005
113,hamiltonian,2,1,6,2,3,5.4142135620000005
113,hamiltonian,2,1,9,3,4,5.4142135620000005
113,hamiltonian,1,2,12,3,1,5.4142135620000005
113,hamiltonian,1,2,7,2,2,5.4142135620000005
113,hamiltonian,1,2,5,2,4,5.4142135620000005
113,hamiltonian,1,2,13,4,4,5.4142135620000005
113,hamiltonian,2,2,13,4,4,5.4142135620000005
113,hamiltonian,2,2,5,2,4,5.4142135620000005
113,hamiltonian,2,2,7,2,2,5.4142135620000005
113,hamiltonian,2,2,12,3,1,5.4142135620000005
114,hamiltonian,1,1,9,3,4,5.4142135620000005
114,hamiltonian,1,1,6,2,3,5.4142135620000005
114,hamiltonian,1,1,8,2,1,5.4142135620000005
114,hamiltonian,1,1,16,4,1,5.4142135620000005
114,hamiltonian,2,1,16,4,1,5.4142135620000005
114,hamiltonian,2,1,8,2,1,5.4142135620000005
114,hamiltonian,2,1,6,2,3,5.4142135620000005
114,hamiltonian,2,1,9,3,4,5.4142135620000005
114,hamiltonian,1,2,12,3,1,5.4142135620000005
114,hamiltonian,1,2,7,2,2,5.4142135620000005
114,hamiltonian,1,2,5,2,4,5.4142135620000005
114,hamiltonian,1,2,13,4,4,5.4142135620000005
114,hamiltonian,2,2,13,4,4,5.4142135620000005
114,hamiltonian,2,2,5,2,4,5.4142135620000005
114,hamiltonian,2,2,7,2,2,5.4142135620000005
114,hamiltonian,2,2,12,3,1,5.4142135620000005
115,hamiltonian,1,1,9,3,4,5.4142135620000005
115,hamiltonian,1,1,6,2,3,5.4142135620000005
115,hamiltonian,1,1,8,2,1,5.4142135620000005
115,hamiltonian,1,1,16,4,1,5.4142135620000005
115,hamiltonian,2,1,16,4,1,5.4142135620000005
115,hamiltonian,2,1,8,2,1,5.4142135620000005
115,hamiltonian,2,1,6,2,3,5.4142135620000005
115,hamiltonian,2,1,9,3,4,5.4142135620000005
115,hamiltonian,1,2,12,3,1,5.4142135620000005
115,hamiltonian,1,2,7,2,2,5.4142135620000005
115,hamiltonian,1,2,5,2,4,5.4142135620000005
115,hamiltonian,1,2,13,4,4,5.4142135620000005
115,hamiltonian,2,2,13,4,4,5.4142135620000005
115,hamiltonian,2,2,5,2,4,5.4142135620000005
115,hamiltonian,2,2,7,2,2,5.4142135620000005
115,hamiltonian,2,2,12,3,1,5.4142135620000005
116,hamiltonian,1,1,9,3,4,5.4142135620000005
116,hamiltonian,1,1,6,2,3,5.4142135620000005
116,hamiltonian,1,1,8,2,1,5.4142135620000005
116,hamiltonian,1,1,16,4,1,5.4142135620000005
116,hamiltonian,2,1,16,4,1,5.4142135620000005
116,hamiltonian,2,1,8,2,1,5.4142135620000005
116,hamiltonian,2,1,6,2,3,5.4142135620000005
116,hamiltonian,2,1,9,3,4,5.4142135620000005
116,hamiltonian,1,2,12,3,1,5.4142135620000005
116,hamiltonian,1,2,7,2,2,5.4142135620000005
116,hamiltonian,1,2,5,2,4,5.4142135620000005
116,hamiltonian,1,2,13,4,4,5.4142135620000005
116,hamiltonian,2,2,13,4,4,5.4142135620000005
116,hamiltonian,2,2,5,2,4,5.4142135620000005
116,hamiltonian,2,2,7,2,2,5.4142135620000005
116,hamiltonian,2,2,12,3,1,5.4142135620000005
117,hamiltonian,1,1,3,1,2,5.990704784
117,hamiltonian,1,1,6,2,3,5.990704784
117,hamiltonian,1,1,9,3,4,5.990704784
117,hamiltonian,1,1,16,4,1,5.990704784
117,hamiltonian,2,1,9,3,4,5.990704784
117,hamiltonian,2,1,6,2,3,5.990704784
117,hamiltonian,2,1,3,1,2,5.990704784
117,hamiltonian,2,1,16,4,1,5.990704784
117,hamiltonian,3,1,16,4,1,5.990704784
117,hamiltonian,3,1,3,1,2,5.990704784
117,hamiltonian,3,1,6,2,3,5.990704784
117,hamiltonian,3,1,9,3,4,5.990704784
117,hamiltonian,4,1,16,4,1,5.990704784
117,hamiltonian,4,1,9,3,4,5.990704784
117,hamiltonian,4,1,6,2,3,5.990704784
117,hamiltonian,4,1,3,1,2,5.990704784
117,hamiltonian,1,2,2,1,3,5.990704784
117,hamiltonian,1,2,7,2,2,5.990704784
117,hamiltonian,1,2,12,3,1,5.990704784
117,hamiltonian,1,2,13,4,4,5.990704784
117,hamiltonian,2,2,12,3,1,5.990704784
117,hamiltonian,2,2,7,2,2,5.990704784
117,hamiltonian,2,2,2,1,3,5.990704784
117,hamiltonian,2,2,13,4,4,5.990704784
117,hamiltonian,3,2,13,4,4,5.990704784
117,hamiltonian,3,2,2,1,3,5.990704784
117,hamiltonian,3,2,7,2,2,5.990704784
117,hamiltonian,3,2,12,3,1,5.990704784
117,hamiltonian,4,2,13,4,4,5.990704784
117,hamiltonian,4,2,12,3,1,5.990704784
117,hamiltonian,4,2,7,2,2,5.990704784
117,hamiltonian,4,2,2,1,3,5.990704784
118,hamiltonian,1,1,3,1,2,5.990704784
118,hamiltonian,1,1,6,2,3,5.990704784
118,hamiltonian,1,1,9,3,4,5.990704784
118,hamiltonian,1,1,16,4,1,5.990704784
118,hamiltonian,2,1,9,3,4,5.990704784
118,hamiltonian,2,1,6,2,3,5.990704784
118,hamiltonian,2,1,3,1,2,5.990704784
118,hamiltonian,2,1,16,4,1,5.990704784
118,hamiltonian,3,1,16,4,1,5.990704784
118,hamiltonian,3,1,3,1,2,5.990704784
118,hamiltonian,3,1,6,2,3,5.990704784
118,hamiltonian,3,1,9,3,4,5.990704784
118,hamiltonian,4,1,16,4,1,5.990704784
118,hamiltonian,4,1,9,3,4,5.990704784
118,hamiltonian,4,1,6,2,3,5.990704784
118,hamiltonian,4,1,3,1,2,5.990704784
118,hamiltonian,1,2,2,1,3,5.990704784
118,hamiltonian,1,2,7,2,2,5.990704784
118,hamiltonian,1,2,12,3,1,5.990704784
118,hamiltonian,1,2,13,4,4,5.990704784
118,hamiltonian,2,2,12,3,1,5.990704784
118,hamiltonian,2,2,7,2,2,5.990704784
118,hamiltonian,2,2,2,1,3,5.990704784
118,hamiltonian,2,2,13,4,4,5.990704784
118,hamiltonian,3,2,13,4,4,5.990704784
118,hamiltonian,3,2,2,1,3,5.990704784
118,hamiltonian,3,2,7,2,2,5.990704784
118,hamiltonian,3,2,12,3,1,5.990704784
118,hamiltonian,4,2,13,4,4,5.990704784
118,hamiltonian,4,2,12,3,1,5.990704784
118,hamiltonian,4,2,7,2,2,5.990704784
118,hamiltonian,4,2,2,1,3,5.990704784
119,hamiltonian,1,1,3,1,2,5.990704784
119,hamiltonian,1,1,6,2,3,5.990704784
119,hamiltonian,1,1,9,3,4,5.990704784
119,hamiltonian,1,1,16,4,1,5.990704784
119,hamiltonian,2,1,9,3,4,5.990704784
119,hamiltonian,2,1,6,2,3,5.990704784
119,hamiltonian,2,1,3,1,2,5.990704784
119,hamiltonian,2,1,16,4,1,5.990704784
119,hamiltonian,3,1,16,4,1,5.990704784
119,hamiltonian,3,1,3,1,2,5.990704784
119,hamiltonian,3,1,6,2,3,5.990704784
119,hamiltonian,3,1,9,3,4,5.990704784
119,hamiltonian,4,1,16,4,1,5.990704784
119,hamiltonian,4,1,9,3,4,5.990704784
119,hamiltonian,4,1,6,2,3,5.990704784
119,hamiltonian,4,1,3,1,2,5.990704784
119,hamiltonian,1,2,2,1,3,5.990704784
119,hamiltonian,1,2,7,2,2,5.990704784
119,hamiltonian,1,2,12,3,1,5.990704784
119,hamiltonian,1,2,13,4,4,5.990704784
119,hamiltonian,2,2,12,3,1,5.990704784
119,hamiltonian,2,2,7,2,2,5.990704784
119,hamiltonian,2,2,2,1,3,5.990704784
119,hamiltonian,2,2,13,4,4,5.990704784
119,hamiltonian,3,2,13,4,4,5.990704784
119,hamiltonian,3,2,2,1,3,5.990704784
119,hamiltonian,3,2,7,2,2,5.990704784
119,hamiltonian,3,2,12,3,1,5.990704784
119,hamiltonian,4,2,13,4,4,5.990704784
119,hamiltonian,4,2,12,3,1,5.990704784
119,hamiltonian,4,2,7,2,2,5.990704784
119,hamiltonian,4,2,2,1,3,5.990704784
120,hamiltonian,1,1,3,1,2,5.990704784
120,hamiltonian,1,1,6,2,3,5.990704784
120,hamiltonian,1,1,9,3,4,5.990704784
120,hamiltonian,1,1,16,4,1,5.990704784
120,hamiltonian,2,1,9,3,4,5.990704784
120,hamiltonian,2,1,6,2,3,5.990704784
120,hamiltonian,2,1,3,1,2,5.990704784
120,hamiltonian,2,1,16,4,1,5.990704784
120,hamiltonian,3,1,16,4,1,5.990704784
120,hamiltonian,3,1,3,1,2,5.990704784
120,hamiltonian,3,1,6,2,3,5.990704784
120,hamiltonian,3,1,9,3,4,5.990704784
120,hamiltonian,4,1,16,4,1,5.990704784
120,hamiltonian,4,1,9,3,4,5.990704784
120,hamiltonian,4,1,6,2,3,5.990704784
120,hamiltonian,4,1,3,1,2,5.990704784
120,hamiltonian,1,2,2,1,3,5.990704784
120,hamiltonian,1,2,7,2,2,5.990704784
120,hamiltonian,1,2,12,3,1,5.990704784
120,hamiltonian,1,2,13,4,4,5.990704784
120,hamiltonian,2,2,12,3,1,5.990704784
120,hamiltonian,2,2,7,2,2,5.990704784
120,hamiltonian,2,2,2,1,3,5.990704784
120,hamiltonian,2,2,13,4,4,5.990704784
120,hamiltonian,3,2,13,4,4,5.990704784
120,hamiltonian,3,2,2,1,3,5.990704784
120,hamiltonian,3,2,7,2,2,5.990704784
120,hamiltonian,3,2,12,3,1,5.990704784
120,hamiltonian,4,2,13,4,4,5.990704784
120,hamiltonian,4,2,12,3,1,5.990704784
120,hamiltonian,4,2,7,2,2,5.990704784
120,hamiltonian,4,2,2,1,3,5.990704784
121,hamiltonian,1,1,8,2,1,6.236067976999999
121,hamiltonian,1,1,6,2,3,6.236067976999999
121,hamiltonian,1,1,15,4,2,6.236067976999999
121,hamiltonian,1,1,13,4,4,6.236067976999999
121,hamiltonian,2,1,8,2,1,6.236067976999999
121,hamiltonian,2,1,6,2,3,6.236067976999999
121,hamiltonian,2,1,13,4,4,6.236067976999999
121,hamiltonian,2,1,15,4,2,6.236067976999999
121,hamiltonian,3,1,15,4,2,6.236067976999999
121,hamiltonian,3,1,13,4,4,6.236067976999999
121,hamiltonian,3,1,6,2,3,6.236067976999999
121,hamiltonian,3,1,8,2,1,6.236067976999999
121,hamiltonian,4,1,13,4,4,6.236067976999999
121,hamiltonian,4,1,15,4,2,6.236067976999999
121,hamiltonian,4,1,8,2,1,6.236067976999999
121,hamiltonian,4,1,6,2,3,6.236067976999999
121,hamiltonian,5,1,13,4,4,6.236067976999999
121,hamiltonian,5,1,15,4,2,6.236067976999999
121,hamiltonian,5,1,6,2,3,6.236067976999999
121,hamiltonian,5,1,8,2,1,6.236067976999999
121,hamiltonian,6,1,6,2,3,6.236067976999999
121,hamiltonian,6,1,8,2,1,6.236067976999999
121,hamiltonian,6,1,15,4,2,6.236067976999999
121,hamiltonian,6,1,13,4,4,6.236067976999999
121,hamiltonian,1,2,3,1,2,5.886349515999999
121,hamiltonian,1,2,5,2,4,5.886349515999999
121,hamiltonian,1,2,10,3,3,5.886349515999999
121,hamiltonian,1,2,16,4,1,5.886349515999999
121,hamiltonian,2,2,16,4,1,5.886349515999999
121,hamiltonian,2,2,10,3,3,5.886349515999999
121,hamiltonian,2,2,5,2,4,5.886349515999999
121,hamiltonian,2,2,3,1,2,5.886349515999999
122,hamiltonian,1,1,8,2,1,6.236067976999999
122,hamiltonian,1,1,6,2,3,6.236067976999999
122,hamiltonian,1,1,15,4,2,6.236067976999999
122,hamiltonian,1,1,13,4,4,6.236067976999999
122,hamiltonian,2,1,8,2,1,6.236067976999999
122,hamiltonian,2,1,6,2,3,6.236067976999999
122,hamiltonian,2,1,13,4,4,6.236067976999999
122,hamiltonian,2,1,15,4,2,6.236067976999999
122,hamiltonian,3,1,15,4,2,6.236067976999999
122,hamiltonian,3,1,13,4,4,6.236067976999999
122,hamiltonian,3,1,6,2,3,6.236067976999999
122,hamiltonian,3,1,8,2,1,6.236067976999999
122,hamiltonian,4,1,13,4,4,6.236067976999999
122,hamiltonian,4,1,15,4,2,6.236067976999999
122,hamiltonian,4,1,8,2,1,6.236067976999999
122,hamiltonian,4,1,6,2,3,6.236067976999999
122,hamiltonian,5,1,13,4,4,6.236067976999999
122,hamiltonian,5,1,15,4,2,6.236067976999999
122,hamiltonian,5,1,6,2,3,6.236067976999999
122,hamiltonian,5,1,8,2,1,6.236067976999999
122,hamiltonian,6,1,6,2,3,6.236067976999999
122,hamiltonian,6,1,8,2,1,6.236067976999999
122,hamiltonian,6,1,15,4,2,6.236067976999999
122,hamiltonian,6,1,13,4,4,6.236067976999999
122,hamiltonian,1,2,3,1,2,5.886349515999999
122,hamiltonian,1,2,5,2,4,5.886349515999999
122,hamiltonian,1,2,10,3,3,5.886349515999999
122,hamiltonian,1,2,16,4,1,5.886349515999999
122,hamiltonian,2,2,16,4,1,5.886349515999999
122,hamiltonian,2,2,10,3,3,5.886349515999999
122,hamiltonian,2,2,5,2,4,5.886349515999999
122,hamiltonian,2,2,3,1,2,5.886349515999999
123,hamiltonian,1,1,8,2,1,6.236067976999999
123,hamiltonian,1,1,6,2,3,6.236067976999999
123,hamiltonian,1,1,15,4,2,6.236067976999999
123,hamiltonian,1,1,13,4,4,6.236067976999999
123,hamiltonian,2,1,8,2,1,6.236067976999999
123,hamiltonian,2,1,6,2,3,6.236067976999999
123,hamiltonian,2,1,13,4,4,6.236067976999999
123,hamiltonian,2,1,15,4,2,6.236067976999999
123,hamiltonian,3,1,15,4,2,6.236067976999999
123,hamiltonian,3,1,13,4,4,6.236067976999999
123,hamiltonian,3,1,6,2,3,6.236067976999999
123,hamiltonian,3,1,8,2,1,6.236067976999999
123,hamiltonian,4,1,13,4,4,6.236067976999999
123,hamiltonian,4,1,15,4,2,6.236067976999999
123,hamiltonian,4,1,8,2,1,6.236067976999999
123,hamiltonian,4,1,6,2,3,6.236067976999999
123,hamiltonian,5,1,13,4,4,6.236067976999999
123,hamiltonian,5,1,15,4,2,6.236067976999999
123,hamiltonian,5,1,6,2,3,6.236067976999999
123,hamiltonian,5,1,8,2,1,6.236067976999999
123,hamiltonian,6,1,6,2,3,6.236067976999999
123,hamiltonian,6,1,8,2,1,6.236067976999999
123,hamiltonian,6,1,15,4,2,6.236067976999999
123,hamiltonian,6,1,13,4,4,6.236067976999999
123,hamiltonian,1,2,3,1,2,5.886349515999999
123,hamiltonian,1,2,5,2,4,5.886349515999999
123,hamiltonian,1,2,10,3,3,5.886349515999999
123,hamiltonian,1,2,16,4,1,5.886349515999999
123,hamiltonian,2,2,16,4,1,5.886349515999999
123,hamiltonian,2,2,10,3,3,5.886349515999999
123,hamiltonian,2,2,5,2,4,5.886349515999999
123,hamiltonian,2,2,3,1,2,5.886349515999999
124,hamiltonian,1,1,8,2,1,6.236067976999999
124,hamiltonian,1,1,6,2,3,6.236067976999999
124,hamiltonian,1,1,15,4,2,6.236067976999999
124,hamiltonian,1,1,13,4,4,6.236067976999999
124,hamiltonian,2,1,8,2,1,6.236067976999999
124,hamiltonian,2,1,6,2,3,6.236067976999999
124,hamiltonian,2,1,13,4,4,6.236067976999999
124,hamiltonian,2,1,15,4,2,6.236067976999999
124,hamiltonian,3,1,15,4,2,6.236067976999999
124,hamiltonian,3,1,13,4,4,6.236067976999999
124,hamiltonian,3,1,6,2,3,6.236067976999999
124,hamiltonian,3,1,8,2,1,6.236067976999999
124,hamiltonian,4,1,13,4,4,6.236067976999999
124,hamiltonian,4,1,15,4,2,6.236067976999999
124,hamiltonian,4,1,8,2,1,6.236067976999999
124,hamiltonian,4,1,6,2,3,6.236067976999999
124,hamiltonian,5,1,13,4,4,6.236067976999999
124,hamiltonian,5,1,15,4,2,6.236067976999999
124,hamiltonian,5,1,6,2,3,6.236067976999999
124,hamiltonian,5,1,8,2,1,6.236067976999999
124,hamiltonian,6,1,6,2,3,6.236067976999999
124,hamiltonian,6,1,8,2,1,6.236067976999999
124,hamiltonian,6,1,15,4,2,6.236067976999999
124,hamiltonian,6,1,13,4,4,6.236067976999999
124,hamiltonian,1,2,3,1,2,5.886349515999999
124,hamiltonian,1,2,5,2,4,5.886349515999999
124,hamiltonian,1,2,10,3,3,5.886349515999999
124,hamiltonian,1,2,16,4,1,5.886349515999999
124,hamiltonian,2,2,16,4,1,5.886349515999999
124,hamiltonian,2,2,10,3,3,5.886349515999999
124,hamiltonian,2,2,5,2,4,5.886349515999999
124,hamiltonian,2,2,3,1,2,5.886349515999999
125,hamiltonian,1,1,14,4,3,5.236067976999999
125,hamiltonian,1,1,15,4,2,5.236067976999999
125,hamiltonian,1,1,7,2,2,5.236067976999999
125,hamiltonian,1,1,1,1,4,5.236067976999999
125,hamiltonian,2,1,1,1,4,5.236067976999999
125,hamiltonian,2,1,7,2,2,5.236067976999999
125,hamiltonian,2,1,15,4,2,5.236067976999999
125,hamiltonian,2,1,14,4,3,5.236067976999999
125,hamiltonian,1,2,12,3,1,5.886349515999999
125,hamiltonian,1,2,3,1,2,5.886349515999999
125,hamiltonian,1,2,6,2,3,5.886349515999999
125,hamiltonian,1,2,13,4,4,5.886349515999999
125,hamiltonian,2,2,13,4,4,5.886349515999999
125,hamiltonian,2,2,6,2,3,5.886349515999999
125,hamiltonian,2,2,3,1,2,5.886349515999999
125,hamiltonian,2,2,12,3,1,5.886349515999999
126,hamiltonian,1,1,14,4,3,5.236067976999999
126,hamiltonian,1,1,15,4,2,5.236067976999999
126,hamiltonian,1,1,7,2,2,5.236067976999999
126,hamiltonian,1,1,1,1,4,5.236067976999999
126,hamiltonian,2,1,1,1,4,5.236067976999999
126,hamiltonian,2,1,7,2,2,5.236067976999999
126,hamiltonian,2,1,15,4,2,5.236067976999999
126,hamiltonian,2,1,14,4,3,5.236067976999999
126,hamiltonian,1,2,12,3,1,5.886349515999999
126,hamiltonian,1,2,3,1,2,5.886349515999999
126,hamiltonian,1,2,6,2,3,5.886349515999999
126,hamiltonian,1,2,13,4,4,5.886349515999999
126,hamiltonian,2,2,13,4,4,5.886349515999999
126,hamiltonian,2,2,6,2,3,5.886349515999999
126,hamiltonian,2,2,3,1,2,5.886349515999999
126,hamiltonian,2,2,12,3,1,5.886349515999999
127,hamiltonian,1,1,14,4,3,5.236067976999999
127,hamiltonian,1,1,15,4,2,5.236067976999999
127,hamiltonian,1,1,7,2,2,5.236067976999999
127,hamiltonian,1,1,1,1,4,5.236067976999999
127,hamiltonian,2,1,1,1,4,5.236067976999999
127,hamiltonian,2,1,7,2,2,5.236067976999999
127,hamiltonian,2,1,15,4,2,5.236067976999999
127,hamiltonian,2,1,14,4,3,5.236067976999999
127,hamiltonian,1,2,12,3,1,5.886349515999999
127,hamiltonian,1,2,3,1,2,5.886349515999999
127,hamiltonian,1,2,6,2,3,5.886349515999999
127,hamiltonian,1,2,13,4,4,5.886349515999999
127,hamiltonian,2,2,13,4,4,5.886349515999999
127,hamiltonian,2,2,6,2,3,5.886349515999999
127,hamiltonian,2,2,3,1,2,5.886349515999999
127,hamiltonian,2,2,12,3,1,5.886349515999999
128,hamiltonian,1,1,14,4,3,5.236067976999999
128,hamiltonian,1,1,15,4,2,5.236067976999999
128,hamiltonian,1,1,7,2,2,5.236067976999999
128,hamiltonian,1,1,1,1,4,5.236067976999999
128,hamiltonian,2,1,1,1,4,5.236067976999999
128,hamiltonian,2,1,7,2,2,5.236067976999999
128,hamiltonian,2,1,15,4,2,5.236067976999999
128,hamiltonian,2,1,14,4,3,5.236067976999999
128,hamiltonian,1,2,12,3,1,5.886349515999999
128,hamiltonian,1,2,3,1,2,5.886349515999999
128,hamiltonian,1,2,6,2,3,5.886349515999999
128,hamiltonian,1,2,13,4,4,5.886349515999999
128,hamiltonian,2,2,13,4,4,5.886349515999999
128,hamiltonian,2,2,6,2,3,5.886349515999999
128,hamiltonian,2,2,3,1,2,5.886349515999999
128,hamiltonian,2,2,12,3,1,5.886349515999999
1,travelling,1,1,2,1,3,8.650281539
1,travelling,1,1,14,4,3,8.650281539
1,travelling,1,1,11,3,2,8.650281539
1,travelling,1,1,4,1,1,8.650281539
1,travelling,2,1,2,1,3,8.650281539
1,travelling,2,1,4,1,1,8.650281539
1,travelling,2,1,11,3,2,8.650281539
1,travelling,2,1,14,4,3,8.650281539
1,travelling,3,1,14,4,3,8.650281539
1,travelling,3,1,2,1,3,8.650281539
1,travelling,3,1,4,1,1,8.650281539
1,travelling,3,1,11,3,2,8.650281539
1,travelling,4,1,14,4,3,8.650281539
1,travelling,4,1,11,3,2,8.650281539
1,travelling,4,1,4,1,1,8.650281539
1,travelling,4,1,2,1,3,8.650281539
1,travelling,5,1,4,1,1,8.650281539
1,travelling,5,1,2,1,3,8.650281539
1,travelling,5,1,14,4,3,8.650281539
1,travelling,5,1,11,3,2,8.650281539
1,travelling,6,1,4,1,1,8.650281539
1,travelling,6,1,11,3,2,8.650281539
1,travelling,6,1,14,4,3,8.650281539
1,travelling,6,1,2,1,3,8.650281539
1,travelling,7,1,11,3,2,8.650281539
1,travelling,7,1,14,4,3,8.650281539
1,travelling,7,1,2,1,3,8.650281539
1,travelling,7,1,4,1,1,8.650281539
1,travelling,8,1,11,3,2,8.650281539
1,travelling,8,1,4,1,1,8.650281539
1,travelling,8,1,2,1,3,8.650281539
1,travelling,8,1,14,4,3,8.650281539
1,travelling,1,2,5,2,4,8
1,travelling,1,2,13,4,4,8
1,travelling,1,2,15,4,2,8
1,travelling,1,2,7,2,2,8
1,travelling,2,2,5,2,4,8
1,travelling,2,2,7,2,2,8
1,travelling,2,2,15,4,2,8
1,travelling,2,2,13,4,4,8
1,travelling,3,2,15,4,2,8
1,travelling,3,2,13,4,4,8
1,travelling,3,2,5,2,4,8
1,travelling,3,2,7,2,2,8
1,travelling,4,2,15,4,2,8
1,travelling,4,2,7,2,2,8
1,travelling,4,2,5,2,4,8
1,travelling,4,2,13,4,4,8
1,travelling,5,2,13,4,4,8
1,travelling,5,2,5,2,4,8
1,travelling,5,2,7,2,2,8
1,travelling,5,2,15,4,2,8
1,travelling,6,2,13,4,4,8
1,travelling,6,2,15,4,2,8
1,travelling,6,2,7,2,2,8
1,travelling,6,2,5,2,4,8
1,travelling,7,2,7,2,2,8
1,travelling,7,2,5,2,4,8
1,travelling,7,2,13,4,4,8
1,travelling,7,2,15,4,2,8
1,travelling,8,2,7,2,2,8
1,travelling,8,2,15,4,2,8
1,travelling,8,2,13,4,4,8
1,travelling,8,2,5,2,4,8
2,travelling,1,1,2,1,3,8.650281539
2,travelling,1,1,14,4,3,8.650281539
2,travelling,1,1,11,3,2,8.650281539
2,travelling,1,1,4,1,1,8.650281539
2,travelling,2,1,2,1,3,8.650281539
2,travelling,2,1,4,1,1,8.650281539
2,travelling,2,1,11,3,2,8.650281539
2,travelling,2,1,14,4,3,8.650281539
2,travelling,3,1,14,4,3,8.650281539
2,travelling,3,1,2,1,3,8.650281539
2,travelling,3,1,4,1,1,8.650281539
2,travelling,3,1,11,3,2,8.650281539
2,travelling,4,1,14,4,3,8.650281539
2,travelling,4,1,11,3,2,8.650281539
2,travelling,4,1,4,1,1,8.650281539
2,travelling,4,1,2,1,3,8.650281539
2,travelling,5,1,4,1,1,8.650281539
2,travelling,5,1,2,1,3,8.650281539
2,travelling,5,1,14,4,3,8.650281539
2,travelling,5,1,11,3,2,8.650281539
2,travelling,6,1,4,1,1,8.650281539
