sub,algorithm,solution,context,door,x,y,path_weight
29,travelling,8,2,5,2,4,8.576491222
30,travelling,1,1,8,2,1,9.048627176
30,travelling,1,1,15,4,2,9.048627176
30,travelling,1,1,10,3,3,9.048627176
30,travelling,1,1,1,1,4,9.048627176
30,travelling,2,1,8,2,1,9.048627176
30,travelling,2,1,1,1,4,9.048627176
30,travelling,2,1,10,3,3,9.048627176
30,travelling,2,1,15,4,2,9.048627176
30,travelling,3,1,15,4,2,9.048627176
30,travelling,3,1,8,2,1,9.048627176
30,travelling,3,1,1,1,4,9.048627176
30,travelling,3,1,10,3,3,9.048627176
30,travelling,4,1,15,4,2,9.048627176
30,travelling,4,1,10,3,3,9.048627176
30,travelling,4,1,1,1,4,9.048627176
30,travelling,4,1,8,2,1,9.048627176
30,travelling,5,1,1,1,4,9.048627176
30,travelling,5,1,8,2,1,9.048627176
30,travelling,5,1,15,4,2,9.048627176
30,travelling,5,1,10,3,3,9.048627176
30,travelling,6,1,1,1,4,9.048627176
30,travelling,6,1,10,3,3,9.048627176
30,travelling,6,1,15,4,2,9.048627176
30,travelling,6,1,8,2,1,9.048627176
30,travelling,7,1,10,3,3,9.048627176
30,travelling,7,1,15,4,2,9.048627176
30,travelling,7,1,8,2,1,9.048627176
30,travelling,7,1,1,1,4,9.048627176
30,travelling,8,1,10,3,3,9.048627176
30,travelling,8,1,1,1,4,9.048627176
30,travelling,8,1,8,2,1,9.048627176
30,travelling,8,1,15,4,2,9.048627176
30,travelling,1,2,5,2,4,8.576491222
30,travelling,1,2,13,4,4,8.576491222
30,travelling,1,2,12,3,1,8.576491222
30,travelling,1,2,7,2,2,8.576491222
30,travelling,2,2,5,2,4,8.576491222
30,travelling,2,2,7,2,2,8.576491222
30,travelling,2,2,12,3,1,8.576491222
30,travelling,2,2,13,4,4,8.576491222
30,travelling,3,2,12,3,1,8.576491222
30,travelling,3,2,13,4,4,8.576491222
30,travelling,3,2,5,2,4,8.576491222
30,travelling,3,2,7,2,2,8.576491222
30,travelling,4,2,12,3,1,8.576491222
30,travelling,4,2,7,2,2,8.576491222
30,travelling,4,2,5,2,4,8.576491222
30,travelling,4,2,13,4,4,8.576491222
30,travelling,5,2,13,4,4,8.576491222
30,travelling,5,2,5,2,4,8.576491222
30,travelling,5,2,7,2,2,8.576491222
30,travelling,5,2,12,3,1,8.576491222
30,travelling,6,2,13,4,4,8.576491222
30,travelling,6,2,12,3,1,8.576491222
30,travelling,6,2,7,2,2,8.576491222
30,travelling,6,2,5,2,4,8.576491222
30,travelling,7,2,7,2,2,8.576491222
30,travelling,7,2,5,2,4,8.576491222
30,travelling,7,2,13,4,4,8.576491222
30,travelling,7,2,12,3,1,8.576491222
30,travelling,8,2,7,2,2,8.576491222
30,travelling,8,2,12,3,1,8.576491222
30,travelling,8,2,13,4,4,8.576491222
30,travelling,8,2,5,2,4,8.576491222
31,travelling,1,1,8,2,1,9.048627176
31,travelling,1,1,15,4,2,9.048627176
31,travelling,1,1,10,3,3,9.048627176
31,travelling,1,1,1,1,4,9.048627176
31,travelling,2,1,8,2,1,9.048627176
31,travelling,2,1,1,1,4,9.048627176
31,travelling,2,1,10,3,3,9.048627176
31,travelling,2,1,15,4,2,9.048627176
31,travelling,3,1,15,4,2,9.048627176
31,travelling,3,1,8,2,1,9.048627176
31,travelling,3,1,1,1,4,9.048627176
31,travelling,3,1,10,3,3,9.048627176
31,travelling,4,1,15,4,2,9.048627176
31,travelling,4,1,10,3,3,9.048627176
31,travelling,4,1,1,1,4,9.048627176
31,travelling,4,1,8,2,1,9.048627176
31,travelling,5,1,1,1,4,9.048627176
31,travelling,5,1,8,2,1,9.048627176
31,travelling,5,1,15,4,2,9.048627176
31,travelling,5,1,10,3,3,9.048627176
31,travelling,6,1,1,1,4,9.048627176
31,travelling,6,1,10,3,3,9.048627176
31,travelling,6,1,15,4,2,9.048627176
31,travelling,6,1,8,2,1,9.048627176
31,travelling,7,1,10,3,3,9.048627176
31,travelling,7,1,15,4,2,9.048627176
31,travelling,7,1,8,2,1,9.048627176
31,travelling,7,1,1,1,4,9.048627176
31,travelling,8,1,10,3,3,9.048627176
31,travelling,8,1,1,1,4,9.048627176
31,travelling,8,1,8,2,1,9.048627176
31,travelling,8,1,15,4,2,9.048627176
31,travelling,1,2,5,2,4,8.576491222
31,travelling,1,2,13,4,4,8.576491222
31,travelling,1,2,12,3,1,8.576491222
31,travelling,1,2,7,2,2,8.576491222
31,travelling,2,2,5,2,4,8.576491222
31,travelling,2,2,7,2,2,8.576491222
31,travelling,2,2,12,3,1,8.576491222
31,travelling,2,2,13,4,4,8.576491222
31,travelling,3,2,12,3,1,8.576491222
31,travelling,3,2,13,4,4,8.576491222
31,travelling,3,2,5,2,4,8.576491222
31,travelling,3,2,7,2,2,8.576491222
31,travelling,4,2,12,3,1,8.576491222
31,travelling,4,2,7,2,2,8.576491222
31,travelling,4,2,5,2,4,8.576491222
31,travelling,4,2,13,4,4,8.576491222
31,travelling,5,2,13,4,4,8.576491222
31,travelling,5,2,5,2,4,8.576491222
31,travelling,5,2,7,2,2,8.576491222
31,travelling,5,2,12,3,1,8.576491222
31,travelling,6,2,13,4,4,8.576491222
31,travelling,6,2,12,3,1,8.576491222
31,travelling,6,2,7,2,2,8.576491222
31,travelling,6,2,5,2,4,8.576491222
31,travelling,7,2,7,2,2,8.576491222
31,travelling,7,2,5,2,4,8.576491222
31,travelling,7,2,13,4,4,8.576491222
31,travelling,7,2,12,3,1,8.576491222
31,travelling,8,2,7,2,2,8.576491222
31,travelling,8,2,12,3,1,8.576491222
31,travelling,8,2,13,4,4,8.576491222
31,travelling,8,2,5,2,4,8.576491222
32,travelling,1,1,8,2,1,9.048627176
32,travelling,1,1,15,4,2,9.048627176
32,travelling,1,1,10,3,3,9.048627176
32,travelling,1,1,1,1,4,9.048627176
32,travelling,2,1,8,2,1,9.048627176
32,travelling,2,1,1,1,4,9.048627176
32,travelling,2,1,10,3,3,9.048627176
32,travelling,2,1,15,4,2,9.048627176
32,travelling,3,1,15,4,2,9.048627176
32,travelling,3,1,8,2,1,9.048627176
32,travelling,3,1,1,1,4,9.048627176
32,travelling,3,1,10,3,3,9.048627176
32,travelling,4,1,15,4,2,9.048627176
32,travelling,4,1,10,3,3,9.048627176
32,travelling,4,1,1,1,4,9.048627176
32,travelling,4,1,8,2,1,9.048627176
32,travelling,5,1,1,1,4,9.048627176
32,travelling,5,1,8,2,1,9.048627176
32,travelling,5,1,15,4,2,9.048627176
32,travelling,5,1,10,3,3,9.048627176
32,travelling,6,1,1,1,4,9.048627176
32,travelling,6,1,10,3,3,9.048627176
32,travelling,6,1,15,4,2,9.048627176
32,travelling,6,1,8,2,1,9.048627176
32,travelling,7,1,10,3,3,9.048627176
32,travelling,7,1,15,4,2,9.048627176
32,travelling,7,1,8,2,1,9.048627176
32,travelling,7,1,1,1,4,9.048627176
32,travelling,8,1,10,3,3,9.048627176
32,travelling,8,1,1,1,4,9.048627176
32,travelling,8,1,8,2,1,9.048627176
32,travelling,8,1,15,4,2,9.048627176
32,travelling,1,2,5,2,4,8.576491222
32,travelling,1,2,13,4,4,8.576491222
32,travelling,1,2,12,3,1,8.576491222
32,travelling,1,2,7,2,2,8.576491222
32,travelling,2,2,5,2,4,8.576491222
32,travelling,2,2,7,2,2,8.576491222
32,travelling,2,2,12,3,1,8.576491222
32,travelling,2,2,13,4,4,8.576491222
32,travelling,3,2,12,3,1,8.576491222
32,travelling,3,2,13,4,4,8.576491222
32,travelling,3,2,5,2,4,8.576491222
32,travelling,3,2,7,2,2,8.576491222
32,travelling,4,2,12,3,1,8.576491222
32,travelling,4,2,7,2,2,8.576491222
32,travelling,4,2,5,2,4,8.576491222
32,travelling,4,2,13,4,4,8.576491222
32,travelling,5,2,13,4,4,8.576491222
32,travelling,5,2,5,2,4,8.576491222
32,travelling,5,2,7,2,2,8.576491222
32,travelling,5,2,12,3,1,8.576491222
32,travelling,6,2,13,4,4,8.576491222
32,travelling,6,2,12,3,1,8.576491222
32,travelling,6,2,7,2,2,8.576491222
32,travelling,6,2,5,2,4,8.576491222
32,travelling,7,2,7,2,2,8.576491222
32,travelling,7,2,5,2,4,8.576491222
32,travelling,7,2,13,4,4,8.576491222
32,travelling,7,2,12,3,1,8.576491222
32,travelling,8,2,7,2,2,8.576491222
32,travelling,8,2,12,3,1,8.576491222
32,travelling,8,2,13,4,4,8.576491222
32,travelling,8,2,5,2,4,8.576491222
33,travelling,1,1,5,2,4,8
33,travelling,1,1,13,4,4,8
33,travelling,1,1,15,4,2,8
33,travelling,1,1,7,2,2,8
33,travelling,2,1,5,2,4,8
33,travelling,2,1,7,2,2,8
33,travelling,2,1,15,4,2,8
33,travelling,2,1,13,4,4,8
33,travelling,3,1,15,4,2,8
33,travelling,3,1,13,4,4,8
33,travelling,3,1,5,2,4,8
33,travelling,3,1,7,2,2,8
33,travelling,4,1,15,4,2,8
33,travelling,4,1,7,2,2,8
33,travelling,4,1,5,2,4,8
33,travelling,4,1,13,4,4,8
33,travelling,5,1,13,4,4,8
33,travelling,5,1,5,2,4,8
33,travelling,5,1,7,2,2,8
33,travelling,5,1,15,4,2,8
33,travelling,6,1,13,4,4,8
33,travelling,6,1,15,4,2,8
33,travelling,6,1,7,2,2,8
33,travelling,6,1,5,2,4,8
33,travelling,7,1,7,2,2,8
33,travelling,7,1,5,2,4,8
33,travelling,7,1,13,4,4,8
33,travelling,7,1,15,4,2,8
33,travelling,8,1,7,2,2,8
33,travelling,8,1,15,4,2,8
33,travelling,8,1,13,4,4,8
33,travelling,8,1,5,2,4,8
33,travelling,1,2,3,1,2,8
33,travelling,1,2,1,1,4,8
33,travelling,1,2,9,3,4,8
33,travelling,1,2,11,3,2,8
33,travelling,2,2,3,1,2,8
33,travelling,2,2,11,3,2,8
33,travelling,2,2,9,3,4,8
33,travelling,2,2,1,1,4,8
33,travelling,3,2,9,3,4,8
33,travelling,3,2,1,1,4,8
33,travelling,3,2,3,1,2,8
33,travelling,3,2,11,3,2,8
33,travelling,4,2,9,3,4,8
33,travelling,4,2,11,3,2,8
33,travelling,4,2,3,1,2,8
33,travelling,4,2,1,1,4,8
33,travelling,5,2,1,1,4,8
33,travelling,5,2,3,1,2,8
33,travelling,5,2,11,3,2,8
33,travelling,5,2,9,3,4,8
33,travelling,6,2,1,1,4,8
33,travelling,6,2,9,3,4,8
33,travelling,6,2,11,3,2,8
33,travelling,6,2,3,1,2,8
33,travelling,7,2,11,3,2,8
33,travelling,7,2,3,1,2,8
33,travelling,7,2,1,1,4,8
33,travelling,7,2,9,3,4,8
33,travelling,8,2,11,3,2,8
33,travelling,8,2,9,3,4,8
33,travelling,8,2,1,1,4,8
33,travelling,8,2,3,1,2,8
34,travelling,1,1,5,2,4,8
34,travelling,1,1,13,4,4,8
34,travelling,1,1,15,4,2,8
34,travelling,1,1,7,2,2,8
34,travelling,2,1,5,2,4,8
34,travelling,2,1,7,2,2,8
34,travelling,2,1,15,4,2,8
34,travelling,2,1,13,4,4,8
34,travelling,3,1,15,4,2,8
34,travelling,3,1,13,4,4,8
34,travelling,3,1,5,2,4,8
34,travelling,3,1,7,2,2,8
34,travelling,4,1,15,4,2,8
34,travelling,4,1,7,2,2,8
34,travelling,4,1,5,2,4,8
34,travelling,4,1,13,4,4,8
34,travelling,5,1,13,4,4,8
34,travelling,5,1,5,2,4,8
34,travelling,5,1,7,2,2,8
34,travelling,5,1,15,4,2,8
34,travelling,6,1,13,4,4,8
34,travelling,6,1,15,4,2,8
34,travelling,6,1,7,2,2,8
34,travelling,6,1,5,2,4,8
34,travelling,7,1,7,2,2,8
34,travelling,7,1,5,2,4,8
34,travelling,7,1,13,4,4,8
34,travelling,7,1,15,4,2,8
34,travelling,8,1,7,2,2,8
34,travelling,8,1,15,4,2,8
34,travelling,8,1,13,4,4,8
34,travelling,8,1,5,2,4,8
34,travelling,1,2,3,1,2,8
34,travelling,1,2,1,1,4,8
34,travelling,1,2,9,3,4,8
34,travelling,1,2,11,3,2,8
34,travelling,2,2,3,1,2,8
34,travelling,2,2,11,3,2,8
34,travelling,2,2,9,3,4,8
34,travelling,2,2,1,1,4,8
34,travelling,3,2,9,3,4,8
34,travelling,3,2,1,1,4,8
34,travelling,3,2,3,1,2,8
34,travelling,3,2,11,3,2,8
34,travelling,4,2,9,3,4,8
34,travelling,4,2,11,3,2,8
34,travelling,4,2,3,1,2,8
34,travelling,4,2,1,1,4,8
34,travelling,5,2,1,1,4,8
34,travelling,5,2,3,1,2,8
34,travelling,5,2,11,3,2,8
34,travelling,5,2,9,3,4,8
34,travelling,6,2,1,1,4,8
34,travelling,6,2,9,3,4,8
34,travelling,6,2,11,3,2,8
34,travelling,6,2,3,1,2,8
34,travelling,7,2,11,3,2,8
34,travelling,7,2,3,1,2,8
34,travelling,7,2,1,1,4,8
34,travelling,7,2,9,3,4,8
34,travelling,8,2,11,3,2,8
34,travelling,8,2,9,3,4,8
34,travelling,8,2,1,1,4,8
34,travelling,8,2,3,1,2,8
35,travelling,1,1,5,2,4,8
35,travelling,1,1,13,4,4,8
35,travelling,1,1,15,4,2,8
35,travelling,1,1,7,2,2,8
35,travelling,2,1,5,2,4,8
35,travelling,2,1,7,2,2,8
35,travelling,2,1,15,4,2,8
35,travelling,2,1,13,4,4,8
35,travelling,3,1,15,4,2,8
35,travelling,3,1,13,4,4,8
35,travelling,3,1,5,2,4,8
35,travelling,3,1,7,2,2,8
35,travelling,4,1,15,4,2,8
35,travelling,4,1,7,2,2,8
35,travelling,4,1,5,2,4,8
35,travelling,4,1,13,4,4,8
35,travelling,5,1,13,4,4,8
35,travelling,5,1,5,2,4,8
35,travelling,5,1,7,2,2,8
35,travelling,5,1,15,4,2,8
35,travelling,6,1,13,4,4,8
35,travelling,6,1,15,4,2,8
35,travelling,6,1,7,2,2,8
35,travelling,6,1,5,2,4,8
35,travelling,7,1,7,2,2,8
35,travelling,7,1,5,2,4,8
35,travelling,7,1,13,4,4,8
35,travelling,7,1,15,4,2,8
35,travelling,8,1,7,2,2,8
35,travelling,8,1,15,4,2,8
35,travelling,8,1,13,4,4,8
35,travelling,8,1,5,2,4,8
35,travelling,1,2,3,1,2,8
35,travelling,1,2,1,1,4,8
35,travelling,1,2,9,3,4,8
35,travelling,1,2,11,3,2,8
35,travelling,2,2,3,1,2,8
35,travelling,2,2,11,3,2,8
35,travelling,2,2,9,3,4,8
35,travelling,2,2,1,1,4,8
35,travelling,3,2,9,3,4,8
35,travelling,3,2,1,1,4,8
35,travelling,3,2,3,1,2,8
35,travelling,3,2,11,3,2,8
35,travelling,4,2,9,3,4,8
35,travelling,4,2,11,3,2,8
35,travelling,4,2,3,1,2,8
35,travelling,4,2,1,1,4,8
35,travelling,5,2,1,1,4,8
35,travelling,5,2,3,1,2,8
35,travelling,5,2,11,3,2,8
35,travelling,5,2,9,3,4,8
35,travelling,6,2,1,1,4,8
35,travelling,6,2,9,3,4,8
35,travelling,6,2,11,3,2,8
35,travelling,6,2,3,1,2,8
35,travelling,7,2,11,3,2,8
35,travelling,7,2,3,1,2,8
35,travelling,7,2,1,1,4,8
35,travelling,7,2,9,3,4,8
35,travelling,8,2,11,3,2,8
35,travelling,8,2,9,3,4,8
35,travelling,8,2,1,1,4,8
35,travelling,8,2,3,1,2,8
36,travelling,1,1,5,2,4,8
36,travelling,1,1,13,4,4,8
36,travelling,1,1,15,4,2,8
36,travelling,1,1,7,2,2,8
36,travelling,2,1,5,2,4,8
36,travelling,2,1,7,2,2,8
36,travelling,2,1,15,4,2,8
36,travelling,2,1,13,4,4,8
36,travelling,3,1,15,4,2,8
36,travelling,3,1,13,4,4,8
36,travelling,3,1,5,2,4,8
36,travelling,3,1,7,2,2,8
36,travelling,4,1,15,4,2,8
36,travelling,4,1,7,2,2,8
36,travelling,4,1,5,2,4,8
36,travelling,4,1,13,4,4,8
36,travelling,5,1,13,4,4,8
36,travelling,5,1,5,2,4,8
36,travelling,5,1,7,2,2,8
36,travelling,5,1,15,4,2,8
36,travelling,6,1,13,4,4,8
36,travelling,6,1,15,4,2,8
36,travelling,6,1,7,2,2,8
36,travelling,6,1,5,2,4,8
36,travelling,7,1,7,2,2,8
36,travelling,7,1,5,2,4,8
36,travelling,7,1,13,4,4,8
36,travelling,7,1,15,4,2,8
36,travelling,8,1,7,2,2,8
36,travelling,8,1,15,4,2,8
36,travelling,8,1,13,4,4,8
36,travelling,8,1,5,2,4,8
36,travelling,1,2,3,1,2,8
36,travelling,1,2,1,1,4,8
36,travelling,1,2,9,3,4,8
36,travelling,1,2,11,3,2,8
36,travelling,2,2,3,1,2,8
36,travelling,2,2,11,3,2,8
36,travelling,2,2,9,3,4,8
36,travelling,2,2,1,1,4,8
36,travelling,3,2,9,3,4,8
36,travelling,3,2,1,1,4,8
36,travelling,3,2,3,1,2,8
36,travelling,3,2,11,3,2,8
36,travelling,4,2,9,3,4,8
36,travelling,4,2,11,3,2,8
36,travelling,4,2,3,1,2,8
36,travelling,4,2,1,1,4,8
36,travelling,5,2,1,1,4,8
36,travelling,5,2,3,1,2,8
36,travelling,5,2,11,3,2,8
36,travelling,5,2,9,3,4,8
36,travelling,6,2,1,1,4,8
36,travelling,6,2,9,3,4,8
36,travelling,6,2,11,3,2,8
36,travelling,6,2,3,1,2,8
36,travelling,7,2,11,3,2,8
36,travelling,7,2,3,1,2,8
36,travelling,7,2,1,1,4,8
36,travelling,7,2,9,3,4,8
36,travelling,8,2,11,3,2,8
36,travelling,8,2,9,3,4,8
36,travelling,8,2,1,1,4,8
36,travelling,8,2,3,1,2,8
37,travelling,1,1,5,2,4,8.576491222
37,travelling,1,1,4,1,1,8.576491222
37,travelling,1,1,12,3,1,8.576491222
37,travelling,1,1,10,3,3,8.576491222
37,travelling,2,1,5,2,4,8.576491222
37,travelling,2,1,10,3,3,8.576491222
37,travelling,2,1,12,3,1,8.576491222
37,travelling,2,1,4,1,1,8.576491222
37,travelling,3,1,12,3,1,8.576491222
37,travelling,3,1,4,1,1,8.576491222
37,travelling,3,1,5,2,4,8.576491222
37,travelling,3,1,10,3,3,8.576491222
37,travelling,4,1,12,3,1,8.576491222
37,travelling,4,1,10,3,3,8.576491222
37,travelling,4,1,5,2,4,8.576491222
37,travelling,4,1,4,1,1,8.576491222
37,travelling,5,1,4,1,1,8.576491222
37,travelling,5,1,5,2,4,8.576491222
37,travelling,5,1,10,3,3,8.576491222
37,travelling,5,1,12,3,1,8.576491222
37,travelling,6,1,4,1,1,8.576491222
37,travelling,6,1,12,3,1,8.576491222
37,travelling,6,1,10,3,3,8.576491222
37,travelling,6,1,5,2,4,8.576491222
37,travelling,7,1,10,3,3,8.576491222
37,travelling,7,1,5,2,4,8.576491222
37,travelling,7,1,4,1,1,8.576491222
37,travelling,7,1,12,3,1,8.576491222
37,travelling,8,1,10,3,3,8.576491222
37,travelling,8,1,12,3,1,8.576491222
37,travelling,8,1,4,1,1,8.576491222
37,travelling,8,1,5,2,4,8.576491222
37,travelling,1,2,2,1,3,9.048627176
37,travelling,1,2,8,2,1,9.048627176
37,travelling,1,2,11,3,2,9.048627176
37,travelling,1,2,13,4,4,9.048627176
37,travelling,2,2,2,1,3,9.048627176
37,travelling,2,2,13,4,4,9.048627176
37,travelling,2,2,11,3,2,9.048627176
37,travelling,2,2,8,2,1,9.048627176
37,travelling,3,2,8,2,1,9.048627176
37,travelling,3,2,2,1,3,9.048627176
37,travelling,3,2,13,4,4,9.048627176
37,travelling,3,2,11,3,2,9.048627176
37,travelling,4,2,8,2,1,9.048627176
37,travelling,4,2,11,3,2,9.048627176
37,travelling,4,2,13,4,4,9.048627176
37,travelling,4,2,2,1,3,9.048627176
37,travelling,5,2,13,4,4,9.048627176
37,travelling,5,2,2,1,3,9.048627176
37,travelling,5,2,8,2,1,9.048627176
37,travelling,5,2,11,3,2,9.048627176
37,travelling,6,2,13,4,4,9.048627176
37,travelling,6,2,11,3,2,9.048627176
37,travelling,6,2,8,2,1,9.048627176
37,travelling,6,2,2,1,3,9.048627176
37,travelling,7,2,11,3,2,9.048627176
37,travelling,7,2,8,2,1,9.048627176
37,travelling,7,2,2,1,3,9.048627176
37,travelling,7,2,13,4,4,9.048627176
37,travelling,8,2,11,3,2,9.048627176
37,travelling,8,2,13,4,4,9.048627176
37,travelling,8,2,2,1,3,9.048627176
37,travelling,8,2,8,2,1,9.048627176
38,travelling,1,1,5,2,4,8.576491222
38,travelling,1,1,4,1,1,8.576491222
38,travelling,1,1,12,3,1,8.576491222
38,travelling,1,1,10,3,3,8.576491222
38,travelling,2,1,5,2,4,8.576491222
38,travelling,2,1,10,3,3,8.576491222
38,travelling,2,1,12,3,1,8.576491222
38,travelling,2,1,4,1,1,8.576491222
38,travelling,3,1,12,3,1,8.576491222
38,travelling,3,1,4,1,1,8.576491222
38,travelling,3,1,5,2,4,8.576491222
38,travelling,3,1,10,3,3,8.576491222
38,travelling,4,1,12,3,1,8.576491222
38,travelling,4,1,10,3,3,8.576491222
38,travelling,4,1,5,2,4,8.576491222
38,travelling,4,1,4,1,1,8.576491222
38,travelling,5,1,4,1,1,8.576491222
38,travelling,5,1,5,2,4,8.576491222
38,travelling,5,1,10,3,3,8.576491222
38,travelling,5,1,12,3,1,8.576491222
38,travelling,6,1,4,1,1,8.576491222
38,travelling,6,1,12,3,1,8.576491222
38,travelling,6,1,10,3,3,8.576491222
38,travelling,6,1,5,2,4,8.576491222
38,travelling,7,1,10,3,3,8.576491222
38,travelling,7,1,5,2,4,8.576491222
38,travelling,7,1,4,1,1,8.576491222
38,travelling,7,1,12,3,1,8.576491222
38,travelling,8,1,10,3,3,8.576491222
38,travelling,8,1,12,3,1,8.576491222
38,travelling,8,1,4,1,1,8.576491222
38,travelling,8,1,5,2,4,8.576491222
38,travelling,1,2,2,1,3,9.048627176
38,travelling,1,2,8,2,1,9.048627176
38,travelling,1,2,11,3,2,9.048627176
38,travelling,1,2,13,4,4,9.048627176
38,travelling,2,2,2,1,3,9.048627176
38,travelling,2,2,13,4,4,9.048627176
38,travelling,2,2,11,3,2,9.048627176
38,travelling,2,2,8,2,1,9.048627176
38,travelling,3,2,8,2,1,9.048627176
38,travelling,3,2,2,1,3,9.048627176
38,travelling,3,2,13,4,4,9.048627176
38,travelling,3,2,11,3,2,9.048627176
38,travelling,4,2,8,2,1,9.048627176
38,travelling,4,2,11,3,2,9.048627176
38,travelling,4,2,13,4,4,9.048627176
38,travelling,4,2,2,1,3,9.048627176
38,travelling,5,2,13,4,4,9.048627176
38,travelling,5,2,2,1,3,9.048627176
38,travelling,5,2,8,2,1,9.048627176
38,travelling,5,2,11,3,2,9.048627176
38,travelling,6,2,13,4,4,9.048627176
38,travelling,6,2,11,3,2,9.048627176
38,travelling,6,2,8,2,1,9.048627176
38,travelling,6,2,2,1,3,9.048627176
38,travelling,7,2,11,3,2,9.048627176
38,travelling,7,2,8,2,1,9.048627176
38,travelling,7,2,2,1,3,9.048627176
38,travelling,7,2,13,4,4,9.048627176
38,travelling,8,2,11,3,2,9.048627176
38,travelling,8,2,13,4,4,9.048627176
38,travelling,8,2,2,1,3,9.048627176
38,travelling,8,2,8,2,1,9.048627176
39,travelling,1,1,5,2,4,8.576491222
39,travelling,1,1,4,1,1,8.576491222
39,travelling,1,1,12,3,1,8.576491222
39,travelling,1,1,10,3,3,8.576491222
39,travelling,2,1,5,2,4,8.576491222
39,travelling,2,1,10,3,3,8.576491222
39,travelling,2,1,12,3,1,8.576491222
39,travelling,2,1,4,1,1,8.576491222
39,travelling,3,1,12,3,1,8.576491222
39,travelling,3,1,4,1,1,8.576491222
39,travelling,3,1,5,2,4,8.576491222
39,travelling,3,1,10,3,3,8.576491222
39,travelling,4,1,12,3,1,8.576491222
39,travelling,4,1,10,3,3,8.576491222
39,travelling,4,1,5,2,4,8.576491222
39,travelling,4,1,4,1,1,8.576491222
39,travelling,5,1,4,1,1,8.576491222
39,travelling,5,1,5,2,4,8.576491222
39,travelling,5,1,10,3,3,8.576491222
39,travelling,5,1,12,3,1,8.576491222
39,travelling,6,1,4,1,1,8.576491222
39,travelling,6,1,12,3,1,8.576491222
39,travelling,6,1,10,3,3,8.576491222
39,travelling,6,1,5,2,4,8.576491222
39,travelling,7,1,10,3,3,8.576491222
39,travelling,7,1,5,2,4,8.576491222
39,travelling,7,1,4,1,1,8.576491222
39,travelling,7,1,12,3,1,8.576491222
39,travelling,8,1,10,3,3,8.576491222
39,travelling,8,1,12,3,1,8.576491222
39,travelling,8,1,4,1,1,8.576491222
39,travelling,8,1,5,2,4,8.576491222
39,travelling,1,2,2,1,3,9.048627176
39,travelling,1,2,8,2,1,9.048627176
39,travelling,1,2,11,3,2,9.048627176
39,travelling,1,2,13,4,4,9.048627176
39,travelling,2,2,2,1,3,9.048627176
39,travelling,2,2,13,4,4,9.048627176
39,travelling,2,2,11,3,2,9.048627176
39,travelling,2,2,8,2,1,9.048627176
39,travelling,3,2,8,2,1,9.048627176
39,travelling,3,2,2,1,3,9.048627176
39,travelling,3,2,13,4,4,9.048627176
39,travelling,3,2,11,3,2,9.048627176
39,travelling,4,2,8,2,1,9.048627176
39,travelling,4,2,11,3,2,9.048627176
39,travelling,4,2,13,4,4,9.048627176
39,travelling,4,2,2,1,3,9.048627176
39,travelling,5,2,13,4,4,9.048627176
39,travelling,5,2,2,1,3,9.048627176
39,travelling,5,2,8,2,1,9.048627176
39,travelling,5,2,11,3,2,9.048627176
39,travelling,6,2,13,4,4,9.048627176
39,travelling,6,2,11,3,2,9.048627176
39,travelling,6,2,8,2,1,9.048627176
39,travelling,6,2,2,1,3,9.048627176
39,travelling,7,2,11,3,2,9.048627176
39,travelling,7,2,8,2,1,9.048627176
39,travelling,7,2,2,1,3,9.048627176
39,travelling,7,2,13,4,4,9.048627176
39,travelling,8,2,11,3,2,9.048627176
39,travelling,8,2,13,4,4,9.048627176
39,travelling,8,2,2,1,3,9.048627176
39,travelling,8,2,8,2,1,9.048627176
40,travelling,1,1,5,2,4,8.576491222
40,travelling,1,1,4,1,1,8.576491222
40,travelling,1,1,12,3,1,8.576491222
40,travelling,1,1,10,3,3,8.576491222
40,travelling,2,1,5,2,4,8.576491222
40,travelling,2,1,10,3,3,8.576491222
40,travelling,2,1,12,3,1,8.576491222
40,travelling,2,1,4,1,1,8.576491222
40,travelling,3,1,12,3,1,8.576491222
40,travelling,3,1,4,1,1,8.576491222
40,travelling,3,1,5,2,4,8.576491222
40,travelling,3,1,10,3,3,8.576491222
40,travelling,4,1,12,3,1,8.576491222
40,travelling,4,1,10,3,3,8.576491222
40,travelling,4,1,5,2,4,8.576491222
40,travelling,4,1,4,1,1,8.576491222
40,travelling,5,1,4,1,1,8.576491222
40,travelling,5,1,5,2,4,8.576491222
40,travelling,5,1,10,3,3,8.576491222
40,travelling,5,1,12,3,1,8.576491222
40,travelling,6,1,4,1,1,8.576491222
40,travelling,6,1,12,3,1,8.576491222
40,travelling,6,1,10,3,3,8.576491222
40,travelling,6,1,5,2,4,8.576491222
40,travelling,7,1,10,3,3,8.576491222
40,travelling,7,1,5,2,4,8.576491222
40,travelling,7,1,4,1,1,8.576491222
40,travelling,7,1,12,3,1,8.576491222
40,travelling,8,1,10,3,3,8.576491222
40,travelling,8,1,12,3,1,8.576491222
40,travelling,8,1,4,1,1,8.576491222
40,travelling,8,1,5,2,4,8.576491222
40,travelling,1,2,2,1,3,9.048627176
40,travelling,1,2,8,2,1,9.048627176
40,travelling,1,2,11,3,2,9.048627176
40,travelling,1,2,13,4,4,9.048627176
40,travelling,2,2,2,1,3,9.048627176
40,travelling,2,2,13,4,4,9.048627176
40,travelling,2,2,11,3,2,9.048627176
40,travelling,2,2,8,2,1,9.048627176
