sub,ses,context,travelled,travelling_match,travelling_overshoot,hamiltonian_match,hamiltonian_overshoot,accuracy,metatask_accuracy,transition_counts,transition_weights,entropy,clicks,reclicks
32,2,2,9.46680625,0.5625,0.8903062500000003,0.125,1.7689053571428572,0.5953439086925196,0.8903779211710154,33.25,0.2602648152778659,2.868060687302812,3.4761904761904763,0.4523809523809524
33,2,1,8.377168627450981,0.7908496732026143,0.37716862745098045,0.7908496732026143,0.2959444444444445,0.9874779541446208,0.9986928104575163,30.666666666666668,0.6332390670699128,0.5663277613814047,4.142857142857143,0.14285714285714285
33,2,2,8.309732236842105,0.8223684210526315,0.3097322368421053,0.8223684210526315,0.2388743421052632,0.993421052631579,1,29.125,0.4955200467234629,0.6054879039104933,5.25,1.375
34,2,1,8.170098039215686,0.9019607843137255,0.1700980392156863,0.9019607843137255,0.12136274509803924,0.9828301691046789,0.9992737835875091,27.88888888888889,0.6224171446099412,0.38962984412553897,14.428571428571429,10.428571428571429
34,2,2,8.11352105263158,0.9342105263157895,0.11352105263157897,0.9342105263157895,0.08081710526315791,0.9816302118933697,1,31.5,0.5135679395137777,0.6836970022012758,5.875,1.875
35,2,1,8.762467256637168,0.5398230088495575,0.7624672566371683,0.5398230088495575,0.39587433628318597,0.9890434049726086,1,25.285714285714285,0.7544836116264688,-Inf,4.021739130434782,0.021739130434782608
35,2,2,8.72489375,0.5625,0.7248937500000001,0.5625,0.3624250000000001,0.9829931972789115,1,24.285714285714285,0.6579201582761146,-Inf,4,0
36,2,1,8.940198230088496,0.46017699115044247,0.9401982300884957,0.46017699115044247,0.7935610619469028,0.9138291894929063,1,31.375,0.4164418914418914,1.0166560267205773,3.9761904761904763,0.16666666666666666
36,2,2,8.61700357142857,0.6339285714285714,0.6170035714285715,0.6339285714285714,0.49864642857142866,0.9446428571428571,1,26.125,0.4192438373758316,0.9691988660887896,4.1521739130434785,0.32608695652173914
37,2,1,8.757494771241829,0.9215686274509803,0.1809947712418301,0.29411764705882354,1.0248562091503268,0.9676107480029049,0.9778685548293391,18.5,0.5505550809372197,1.349783854295612,4.714285714285714,0.7142857142857143
37,2,2,9.084541447368421,0.9868421052631579,0.03594144736842106,0.3223684210526316,0.7294499999999997,0.9866411645629912,0.9959216480114312,18.76923076923077,0.6006077256077256,0.6316305511757442,4.875,0.875
38,2,1,9.194404575163398,0.6470588235294118,0.6179045751633988,0.30718954248366015,1.345224183006536,0.8609284269847515,0.9613712886925113,26.875,0.3654984936273476,2.38375666631445,6.571428571428571,2.7142857142857144
38,2,2,9.741628289473685,0.5526315789473685,0.6930282894736843,0.17763157894736842,1.2607256578947366,0.9458844541794273,0.9761233280868282,21.3125,0.43666752997550695,1.9551593873156305,6.625,2.875
39,2,1,9.442200884955751,0.6106194690265486,0.8657008849557525,0.26548672566371684,1.5407654867256637,0.6587939055050275,0.8979828253411984,33.8125,0.38027107224709994,2.287765606738606,3.851063829787234,0.8085106382978723
39,2,2,9.645976785714286,0.6607142857142857,0.5973767857142858,0.25,1.2170758928571426,0.7590568090274388,0.9515429367520533,20.75,0.4164429882870176,2.1517038894047875,3.0454545454545454,0.3409090909090909
40,2,1,9.47879557522124,0.672566371681416,0.9022955752212392,0.13274336283185842,1.783541592920354,0.5145288339978605,0.8395636811566015,32.125,0.5368188889418622,1.6928625096842171,2.7777777777777777,0.2777777777777778
40,2,2,9.984519642857144,0.5714285714285714,0.9359196428571429,0.1875,1.454298214285714,0.614349566312539,0.9266337471760266,36.142857142857146,0.4449109049085423,1.7711360242545076,2.5714285714285716,0.47619047619047616
41,2,1,8.763801307189542,0.5228758169934641,0.36550130718954216,0.32679738562091504,0.9235503267973854,0.9725391166567637,0.9830362448009506,20.76923076923077,0.7891381643912008,0.3109827270781875,9.714285714285714,5.714285714285714
41,2,2,9.505259868421053,0.7697368421052632,0.3522598684210525,0.5197368421052632,0.8566144736842104,0.8966654872904873,0.9467790519164359,29.25,0.42617282691845665,2.363788604722406,10.875,6.875
42,2,1,8.924443137254903,0.5359477124183006,0.5261431372549016,0.21568627450980393,1.201343790849673,0.9842826019296608,0.9989106753812637,32.25,0.7129682887713388,-Inf,4.142857142857143,0.14285714285714285
42,2,2,9.451504605263159,0.7105263157894737,0.29850460526315775,0.4276315789473684,0.8608855263157893,1,1,58.25,0.63652591569861106,0.32962461723258574,4.75,0.75
43,2,1,8.650507079646019,0.7079646017699115,0.2522070796460175,0.2920353982300885,0.9039486725663713,0.9006672285433347,0.9993678887484198,28.666666666666668,0.6036475869809204,0.8001600279723989,4.0638297872340425,0.5106382978723404
43,2,2,9.403784821428571,0.7589285714285714,0.2507848214285713,0.4732142857142857,0.8133839285714284,0.9112386621315193,1,31.25,0.6114701988691301,0.7460904549799928,4.4186046511627906,0.6744186046511628
44,2,1,8.599843362831859,0.9380530973451328,0.20154336283185836,0.23893805309734514,1.0496017699115041,0.9783900956467328,0.9930499687136856,23.333333333333332,0.7977260633633425,0.42423405375750267,4.173913043478261,0.17391304347826086
44,2,2,9.178253571428572,0.9642857142857143,0.02525357142857143,0.5357142857142857,0.749011607142857,0.9698979591836735,1,26.125,0.8316435348099612,0.2436732893071711,4.375,0.3958333333333333
45,2,1,8.6503,1,0,0.3333333333333333,0.7314065359477127,0.9771345575267144,0.9992737835875091,32.625,0.86,-Inf,8,4
45,2,2,9.153,0.9802631578947368,0,0.5921052631578947,0.6669098684210525,0.9809941520467836,1,30.875,0.909852137576342,0.12927631017813299,6.25,2.25
46,2,1,9.191818300653594,0.5816993464052288,0.5415183006535951,0.45098039215686275,0.9509307189542485,0.9697997717605561,0.9825085589791472,29.555555555555557,0.5961849827970046,0.6608363241679537,4.571428571428571,0.5714285714285714
46,2,2,9.350968421052633,0.8157894736842105,0.1979684210526315,0.48026315789473684,0.8265065789473682,0.9904970760233918,1,30,0.8658891666995436,0.3684854872841443,4.375,0.5
47,2,1,8.843699115044247,0.8761061946902655,0.1933991150442479,0.415929203539823,0.7776663716814162,0.9306174896882862,0.9966814159292036,25.11111111111111,0.6230654944410511,0.7800025392866742,4.0227272727272725,0.18181818181818182
47,2,2,9.220519642857143,0.9464285714285714,0.06751964285714283,0.6339285714285714,0.5995964285714285,0.9601828231292517,0.9991071428571429,24.22222222222222,0.706015931453115,0.6365944683563276,3.760869565217391,0.08695652173913043
48,2,1,8.854062831858407,0.7433628318584071,0.20376283185840732,0.5486725663716814,0.6079194690265488,0.9797513695743785,1,25.125,0.7516959561602419,0.13615034707266174,3.9574468085106385,0.0851063829787234
48,2,2,9.307328571428572,0.8571428571428571,0.15432857142857134,0.5892857142857143,0.6515107142857142,0.966921768707483,1,25.125,0.7392353914240165,0.24939722986287086,4.0212765957446805,0.06382978723404255
49,2,1,8.903086928104575,0.7320261437908496,0.32658692810457524,0.49673202614379086,0.7833522875816994,0.8047395142983378,0.9594874714972754,29.0625,0.3653013135247703,2.3090626715240608,5.333333333333333,1.5
49,2,2,8.859234210526315,0.756578947368421,0.28273421052631587,0.4276315789473684,0.8105559210526316,0.8185814916078074,0.9803059970000759,24,0.4989946169710265,1.6454755876164364,4.5,1
50,2,1,8.683859477124182,0.8954248366013072,0.10735947712418305,0.7124183006535948,0.334167320261438,0.9929971988795518,1,35.42857142857143,0.6636314858606016,-Inf,4.857142857142857,1
50,2,2,8.65497417218543,0.9072847682119205,0.07847417218543049,0.5496688741721855,0.5271708609271524,0.9781456953642385,1,27.625,0.6190844481605351,0.2461799292883572,4.875,0.875
51,2,1,8.806542477876105,0.8495575221238938,0.23004247787610627,0.5575221238938053,0.7125194690265487,0.8951608371962354,0.9797724399494311,20.25,0.5406905908641005,1.2561103856662477,3.977777777777778,0.4888888888888889
51,2,2,9.149529464285713,0.5803571428571429,0.5730294642857144,0.33035714285714285,1.0440098214285716,0.9013825584138084,0.9779838217338217,24.181818181818183,0.45591176569288744,1.4302750158791253,3.8666666666666667,0.3111111111111111
52,2,1,8.80958053097345,0.8584070796460177,0.23308053097345138,0.4336283185840708,0.7983752212389381,0.9771386430678466,0.9978929624947324,17.25,0.7012094630515683,0.7511143448515362,3.9130434782608696,0
52,2,2,8.77656607142857,0.8214285714285714,0.2000660714285715,0.4017857142857143,0.75618125,0.969203514739229,0.9991071428571429,20.88888888888889,0.669857067406087,0.6743646713604142,4.395833333333333,0.4166666666666667
53,2,1,9.964472549019607,0.6078431372549019,0.8114725490196076,0.3137254901960784,1.515500653594771,0.6398285447305055,0.8975818722550749,45.6875,0.32238692508885347,2.538736088398964,2.4285714285714284,0.14285714285714285
53,2,2,9.832527152317882,0.6291390728476821,0.6795271523178806,0.3576158940397351,1.4044516556291389,0.6518017706322455,0.9110782584106708,41.4375,0.41107224903221906,2.297308917912487,2.5714285714285716,0.2857142857142857
54,2,1,9.49897843137255,0.673202614379085,0.3459784313725488,0.33986928104575165,1.013546405228758,0.984241103848947,0.9947712418300654,22.636363636363637,0.6226654030773024,-Inf,3.8333333333333335,0
54,2,2,9.541184868421054,0.6578947368421053,0.38818486842105243,0.40131578947368424,0.9407480263157892,0.968703007518797,1,32.625,0.5589042880833925,0.6969251858069903,4.5,0.625
55,2,1,10.14795575221239,0.5663716814159292,0.9949557522123892,0.3893805309734513,1.5305017699115042,0.6017930917882555,0.8128768811553628,42,0.2778273922750288,2.8598488119902616,3.951219512195122,1.2926829268292683
55,2,2,10.037935714285714,0.5535714285714286,0.884935714285714,0.2857142857142857,1.506991964285714,0.545933795925419,0.7783611176271665,45.8125,0.26336614315604145,2.830334548081364,4.558139534883721,1.4651162790697674
56,2,1,9.851243362831859,0.6017699115044248,0.6982433628318582,0.39823008849557523,1.0938707964601768,0.7578322897594449,0.9827744335926216,35.54545454545455,0.4025051253873133,-Inf,3.1777777777777776,0.4
56,2,2,9.705950892857143,0.5892857142857143,0.5529508928571426,0.38392857142857145,1.0205026785714284,0.7167443667443667,0.9966174450549451,33.18181818181818,0.5252202321253177,1.3076609741832097,3.260869565217391,0.3695652173913043
57,2,1,9.203672549019608,0.5816993464052288,0.7315725490196081,0.5490196078431373,0.6549771241830064,0.9950980392156863,0.9950980392156863,52.8,0.5572151067323481,0.2748016714108663,9.714285714285714,5.714285714285714
57,2,2,9.70058947368421,0.6052631578947368,0.6519894736842106,0.23026315789473684,1.1597894736842103,0.9918403964456596,0.9942327409432673,30.5,0.6945007773887811,-Inf,9.375,5.375
58,2,1,9.234174509803921,0.5294117647058824,0.762074509803922,0.35947712418300654,0.6857699346405226,0.969867206141716,0.9978939724037763,31.666666666666668,0.5246364138901453,0.7782315392551115,4.571428571428571,0.8571428571428571
58,2,2,9.599605921052632,0.6052631578947368,0.5510059210526317,0.17763157894736842,1.085253289473684,0.9905587833219412,1,28.375,0.7873628326447198,0.06516724269538562,4.5,0.625
59,2,1,9.070216814159291,0.7168141592920354,0.5981168141592922,0.6017699115044248,0.5838663716814158,0.5019692487982715,0.7540246523129616,40.625,0.3037011511314812,2.731949904245439,3.125,0.4
59,2,2,10.02763125,0.5892857142857143,0.9790312499999999,0.1875,1.6794455357142855,0.5047841303246641,0.7542722755784983,44.5,0.3312020664147116,2.750778822321637,3.2285714285714286,0.37142857142857144
60,2,1,9.119238053097344,0.6460176991150443,0.6471380530973453,0.5309734513274337,0.6374796460176989,0.5333358412665616,0.8049488588243547,40.6875,0.30763741187913307,2.6989831263764303,2.6744186046511627,0.20930232558139536
60,2,2,9.730613392857144,0.625,0.6820133928571429,0.2857142857142857,1.2765517857142854,0.555184942720187,0.7747552800948008,40.4375,0.3103350428523642,2.7485936296926723,2.977777777777778,0.15555555555555556
61,2,1,8.633951633986928,0.7581699346405228,0.23565163398692793,0.3202614379084967,0.8931699346405226,0.9959150326797386,0.9991830065359477,25.444444444444443,0.7772952094985993,0.3702263876549935,6,2
61,2,2,9.378907236842105,0.7894736842105263,0.3303072368421053,0.3092105263157895,0.9246940789473681,0.9912280701754386,0.9978070175438597,30.714285714285715,0.7070970232064457,-Inf,5.875,1.875
62,2,1,9.22931907894737,0.7039473684210527,0.8310190789473682,0.19736842105263158,1.5300243421052628,0.7405531146485094,0.9124456592384224,35.4375,0.36456805627974304,2.389862922186477,7.166666666666667,3.1666666666666665
62,2,2,9.816807894736842,0.7039473684210527,0.768207894736842,0.2565789473684211,1.4214624999999996,0.6637696591847975,0.8851486064740288,40.75,0.4011416549251725,2.3088145687086916,5.75,3
63,2,1,9.543153982300886,0.5398230088495575,1.1448539823008848,0.1504424778761062,2.071814159292035,0.6602674042062793,0.8727864702648258,38.1875,0.30356006190637114,2.8902730132732746,3.297872340425532,0.5957446808510638
63,2,2,9.91811517857143,0.6160714285714286,0.8695151785714286,0.22321428571428573,1.5778392857142853,0.6872829452447154,0.9140779385610213,29.1875,0.28216504005575066,2.7751642233432365,3.3125,0.5833333333333334
64,2,1,9.943801769911504,0.3893805309734513,1.545501769911504,0.1415929203539823,2.192749557522123,0.8254296588367385,0.9841226619987682,20.5625,0.7656839963823812,0.7986864480056977,5.805555555555555,2.388888888888889
64,2,2,9.3097875,0.9464285714285714,0.2611875,0.35714285714285715,0.8784410714285712,0.8651942675380175,0.9948957292707292,26.153846153846153,0.8319081700727629,0.484636151700431,5.642857142857143,2.1904761904761907
65,2,1,8.824106535947712,0.7843137254901961,0.17380653594771261,0.42483660130718953,0.6979960784313728,0.9532693885635062,0.9820728291316526,29.4,0.5300606760584408,1.0636138128423653,6,2
65,2,2,8.357850000000001,0.8092105263157895,0.35785000000000006,0.8092105263157895,0.3033434210526316,0.9831140350877193,0.9987077067669173,29.88888888888889,0.45837588951187624,0.8180618287993832,5.5,1.625
66,2,1,9.081888888888889,0.5882352941176471,0.43158888888888924,0.40522875816993464,0.9483980392156864,0.9583203651831103,0.9861500155617803,19.3125,0.5487613105747269,1.440641578564849,4.571428571428571,0.8571428571428571
66,2,2,8.559895394736841,0.6776315789473685,0.5598953947368421,0.6776315789473685,0.44543552631578953,0.9840695488721805,0.9962406015037594,26,0.5117201597570069,-Inf,6,2
67,2,1,9.78490796460177,0.3805309734513274,1.1346079646017704,0.21238938053097345,1.4443309734513277,0.8877651355527462,0.9935840707964602,29.9,0.5711516089689465,0.9498727331703889,3.710526315789474,0.10526315789473684
67,2,2,8.789447321428572,0.5982142857142857,0.7894473214285715,0.5982142857142857,0.6415026785714286,0.8190121882086168,0.9985119047619048,31.2,0.5458408136413799,0.9715701355425436,4.222222222222222,0.5777777777777777
68,2,1,8.822705309734513,0.7787610619469026,0.17240530973451346,0.504424778761062,0.5972194690265489,0.894669195111673,0.9954909397387274,22.09090909090909,0.6164935193451488,0.9097401314784481,4.1,0.25
68,2,2,8.317840178571428,0.9107142857142857,0.3178401785714286,0.9107142857142857,0.2882517857142857,0.9144525613275614,0.9964247062461348,27.444444444444443,0.5859587533556142,-Inf,3.8181818181818183,0.1590909090909091
69,2,1,9.629919607843139,0.6993464052287581,0.5813196078431373,0.3333333333333333,1.1099836601307187,0.7691265515052925,0.9669310804243725,33.4375,0.3890590128164296,2.266287634079466,4.285714285714286,1.1428571428571428
