sub,ses,subses,context,switch,train_type,transfer,full_transfer_first,original_house,n_clicks,n_cc,n_oc,n_lc,n_nc,setting_sticks,setting_slips,context_changes,accuracy,setting_errors,general_errors,learned_setting_errors,rt,win,rt_correct,transition_probabilities
21,3,1,3,0,1,1,1,1,2.575,2.575,0,0,0,0,0,0,1,0,0,0,0.749875,0.975,0.7082051282051282,NA
21,3,2,4,0,1,2,1,NA,2.925,2.575,0.125,0.225,0.225,0,0.075,0.25,0.9475,0.019583333333333335,0.032916666666666664,0.030833333333333334,0.85865,0.875,0.7757435897435897,NA
22,1,1,1,0,NA,NA,NA,NA,3.038961038961039,2.5194805194805197,0.15584415584415584,NA,0.36363636363636365,0,0.07792207792207792,0.3116883116883117,0.9527417027417028,0.014646464646464647,0.03261183261183261,NA,1.4605974025974027,0.9090909090909091,1.3911066666666667,NA
22,1,1,1,1,NA,NA,NA,NA,2,2,0,NA,0,0,0,0,1,0,0,NA,10.333,1,10.333,NA
22,1,1,2,0,NA,NA,NA,NA,2.7555555555555555,2.488888888888889,0.06666666666666667,NA,0.2,0.022222222222222223,0.044444444444444446,0.17777777777777778,0.9617845117845117,0.009595959595959595,0.028619528619528618,NA,0.9970222222222223,0.9333333333333333,0.8523023255813954,NA
22,1,1,2,1,NA,NA,NA,NA,12,3,4,NA,5,1,1,6,0.25,0.3333333333333333,0.4166666666666667,NA,3.5,0,NA,NA
22,1,2,1,0,NA,NA,NA,NA,2.2954545454545454,2.2954545454545454,0,NA,0,0,0,0,1,0,0,NA,0.6672272727272728,1,0.6672272727272728,NA
22,1,2,2,0,NA,NA,NA,NA,2.6202531645569622,2.6202531645569622,0,NA,0,0,0,0,1,0,0,NA,0.40715189873417723,1,0.40715189873417723,NA
22,1,2,2,1,NA,NA,NA,NA,4,4,0,NA,0,0,0,0,1,0,0,NA,2.095,1,2.095,NA
22,2,1,1,0,1,NA,NA,NA,2.5714285714285716,2.5306122448979593,0.04081632653061224,NA,0,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.9941690962099126,0.0058309037900874635,0,NA,0.5325102040816326,0.9897959183673469,0.44897916666666665,0.5608042635658915
22,2,1,1,1,1,NA,NA,NA,7.8,2,5.8,NA,0,0,0,0,0.26177655677655676,0.7382234432234432,0,NA,6.963,0,NA,NA
22,2,1,2,0,1,NA,NA,NA,2.6346153846153846,2.5576923076923075,0.07692307692307693,NA,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.989010989010989,0.010989010989010988,0,NA,0.6948653846153846,0.9807692307692307,0.6003137254901961,0.27444444444444444
22,2,1,2,1,1,NA,NA,NA,6.8,2.8,4,NA,0,0,0,0,0.39999999999999997,0.6,0,NA,4.220000000000001,0,NA,NA
22,2,2,1,0,1,NA,NA,NA,2.272727272727273,2.272727272727273,0,NA,0,0,0,0,1,0,0,NA,0.41547272727272727,1,0.41547272727272727,0.5777310924369747
22,2,2,1,1,1,NA,NA,NA,7.5,3,4.5,NA,0,0,0,0,0.4017857142857143,0.5982142857142857,0,NA,4.925000000000001,0,NA,NA
22,2,2,2,0,1,NA,NA,NA,2.58,2.48,0.08,NA,0.02,0.02,0.02,0.06,0.9861111111111112,0.01111111111111111,0.0027777777777777775,NA,0.568,0.98,0.36275510204081635,0.008771929824561403
22,2,2,2,1,1,NA,NA,NA,8,3.6666666666666665,4.333333333333333,NA,0,0,0,0,0.4576719576719577,0.5423280423280423,0,NA,4.538666666666667,0,NA,NA
22,3,1,3,0,1,1,1,2,2.75,2.425,0.125,0.275,0.2,0,0.075,0.175,0.9583333333333334,0.016269841269841268,0.025396825396825397,0.03611111111111111,0.804175,0.925,0.6671025641025641,NA
22,3,2,4,0,1,2,1,NA,3.025,2.475,0.15,0.425,0.4,0,0.075,0.325,0.9294444444444444,0.01513888888888889,0.05541666666666666,0.06111111111111111,1.08495,0.875,0.9314594594594594,NA
23,1,1,1,0,NA,NA,NA,NA,3.808080808080808,2.4242424242424243,0.6868686868686869,NA,0.696969696969697,0.15151515151515152,0.42424242424242425,1.3232323232323233,0.8201520253035405,0.11888429752066115,0.06096367717579839,NA,1.6726161616161617,0.7777777777777778,0.9930263157894736,NA
23,1,1,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,1,0,0,NA,2.642,1,2.642,NA
23,1,1,2,0,NA,NA,NA,NA,4.088888888888889,2.311111111111111,0.6666666666666666,NA,1.1111111111111112,0.022222222222222223,0.15555555555555556,1,0.88546783625731,0.042923976608187135,0.07160818713450293,NA,1.0895333333333332,0.8444444444444444,0.9297560975609757,NA
23,1,1,2,1,NA,NA,NA,NA,7,2,2,NA,3,1,1,4,0.2857142857142857,0.2857142857142857,0.42857142857142855,NA,4.167,0,NA,NA
23,1,2,1,0,NA,NA,NA,NA,2.5074626865671643,2.4029850746268657,0.04477611940298507,NA,0.05970149253731343,0,0.014925373134328358,0.05970149253731343,0.9905020352781547,0.004070556309362279,0.00542740841248304,NA,1.1995223880597015,0.9850746268656716,1.1995223880597015,NA
23,1,2,2,0,NA,NA,NA,NA,3.0632911392405062,2.5949367088607596,0.17721518987341772,NA,0.2911392405063291,0,0.05063291139240506,0.3291139240506329,0.9656118143459915,0.012939521800281293,0.021448663853727144,NA,1.0323417721518988,0.9367088607594937,0.9978961038961038,NA
23,1,2,2,1,NA,NA,NA,NA,2,1,1,NA,0,1,1,2,0.5,0.5,0,NA,4.775,1,NA,NA
23,2,1,1,0,2,NA,NA,NA,6.253333333333333,2.6533333333333333,2.16,NA,1.44,0.49333333333333335,0.8666666666666667,3.32,0.5494361947535322,0.3359023432134887,0.11466146203297906,NA,2.73916,0.4533333333333333,1.6673448275862068,0.3907563025210084
23,2,1,1,1,2,NA,NA,NA,5.64,2.8,2,NA,0.84,0,0.76,2.32,0.5648787878787879,0.33316161616161616,0.10195959595959596,NA,2.96832,0.44,2.187,NA
23,2,1,2,0,2,NA,NA,NA,5.617647058823529,2.411764705882353,2.1470588235294117,NA,1.0588235294117647,0.5294117647058824,0.8235294117647058,3.235294117647059,0.5113510672334202,0.3529451757392934,0.13570375702728643,NA,2.4182647058823528,0.47058823529411764,1.5386923076923078,0.3114406779661017
23,2,1,2,1,2,NA,NA,NA,8.346153846153847,3.3076923076923075,2.923076923076923,NA,2.1153846153846154,0,0.7692307692307693,3.3076923076923075,0.4796067431814038,0.35868557033715404,0.16170768648144213,NA,2.1461923076923077,0.23076923076923078,1.7081428571428572,NA
23,2,2,1,0,2,NA,NA,NA,6.2631578947368425,2.5,2.1842105263157894,NA,1.5789473684210527,0.47368421052631576,0.8157894736842105,3.1052631578947367,0.5379170966632267,0.3131075237112389,0.14897537962553442,NA,1.9072368421052632,0.4473684210526316,1.4859473684210527,0.47667910447761197
23,2,2,1,1,2,NA,NA,NA,7.818181818181818,2.590909090909091,2.590909090909091,NA,2.6363636363636362,0,0.5909090909090909,2.5,0.4576725042634133,0.32408500590318773,0.21824248983339892,NA,2.136318181818182,0.45454545454545453,0.8278,NA
23,2,2,2,0,2,NA,NA,NA,6.358974358974359,2.730769230769231,1.9102564102564104,NA,1.7179487179487178,0.24358974358974358,0.6923076923076923,3.2435897435897436,0.6149464907011346,0.2526133803417085,0.13244012895715682,NA,2.0872307692307692,0.5,1.6799803921568628,0.4940191387559809
23,2,2,2,1,2,NA,NA,NA,6.318181818181818,2.8636363636363638,2.4545454545454546,NA,1,0,0.6818181818181818,2.5454545454545454,0.5191558441558441,0.35458152958152955,0.12626262626262627,NA,1.983681818181818,0.3181818181818182,1.0317777777777777,NA
23,3,1,3,0,2,1,1,1,5.075,2.65,0.425,0.9,2,0,0.275,1.35,0.7602020202020202,0.04527777777777778,0.194520202020202,0.09357323232323232,0.9251,0.625,0.7191470588235295,NA
23,3,2,4,0,2,2,1,NA,4.625,2.85,0.4,0.7,1.375,0.05,0.3,0.925,0.8108026001776002,0.050670926295926295,0.13852647352647351,0.08334734709734709,0.6971,0.7,0.5532222222222222,NA
24,1,1,1,0,NA,NA,NA,NA,3.3661971830985915,2.5492957746478875,0.2535211267605634,NA,0.5633802816901409,0.04225352112676056,0.11267605633802817,0.4507042253521127,0.919354792723955,0.025219535838512858,0.055425671437532076,NA,1.8936901408450704,0.9014084507042254,1.015439393939394,NA
24,1,1,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,1,0,0,NA,3.5,1,3.5,NA
24,1,1,2,0,NA,NA,NA,NA,3.3157894736842106,2.543859649122807,0.14035087719298245,NA,0.631578947368421,0,0.07017543859649122,0.6140350877192983,0.8853024168813642,0.0141734483839747,0.10052413473466106,NA,1.1216666666666666,0.7719298245614035,1.1015454545454546,NA
24,1,1,2,1,NA,NA,NA,NA,8,2,2,NA,4,1,1,4,0.25,0.25,0.5,NA,2.9,0,NA,NA
24,1,2,1,0,NA,NA,NA,NA,2.2745098039215685,2.2745098039215685,0,NA,0,0,0,0,1,0,0,NA,1.148392156862745,1,1.148392156862745,NA
24,1,2,2,0,NA,NA,NA,NA,2.5063291139240507,2.4936708860759493,0,NA,0.012658227848101266,0,0,0.012658227848101266,0.9974683544303797,0,0.002531645569620253,NA,1.2552784810126583,0.9873417721518988,1.2552784810126583,NA
24,1,2,2,1,NA,NA,NA,NA,2,2,0,NA,0,0,0,0,1,0,0,NA,3.367,1,3.367,NA
24,2,1,1,0,2,NA,NA,NA,2.690909090909091,2.5636363636363635,0.12727272727272726,NA,0,0.01818181818181818,0.05454545454545454,0.21818181818181817,0.9763636363636363,0.023636363636363636,0,NA,2.1052545454545455,0.9454545454545454,2.0447735849056605,0.3457175269427113
24,2,1,1,1,2,NA,NA,NA,6.545454545454546,2.5,4.045454545454546,NA,0,0,0,0,0.35873015873015873,0.6412698412698413,0,NA,6.903727272727273,0,NA,NA
24,2,1,2,0,2,NA,NA,NA,2.540983606557377,2.5081967213114753,0.03278688524590164,NA,0,0.03278688524590164,0.03278688524590164,0.06557377049180328,0.9836065573770492,0.01639344262295082,0,NA,1.6390491803278688,1,1.4875593220338983,0.3051490514905149
24,2,1,2,1,2,NA,NA,NA,6.318181818181818,2.272727272727273,4,NA,0.045454545454545456,0,0.045454545454545456,0.09090909090909091,0.3385281385281385,0.6538961038961039,0.007575757575757575,NA,7.0302727272727275,0,NA,NA
24,2,2,1,0,2,NA,NA,NA,2.5689655172413794,2.4827586206896552,0.08620689655172414,NA,0,0.017241379310344827,0.034482758620689655,0.06896551724137931,0.985632183908046,0.014367816091954023,0,NA,1.5641206896551725,0.9827586206896551,1.529859649122807,0.41304347826086957
24,2,2,1,1,2,NA,NA,NA,6.4,2.6,3.8,NA,0,0,0.04,0.08,0.3894285714285714,0.6105714285714285,0,NA,5.3286,0.08,3.533,NA
24,2,2,2,0,2,NA,NA,NA,2.5294117647058822,2.4705882352941178,0.058823529411764705,NA,0,0.0196078431372549,0.0392156862745098,0.11764705882352941,0.9862745098039216,0.013725490196078431,0,NA,1.6559215686274509,0.9803921568627451,1.63638,0.5161878704970361
24,2,2,2,1,2,NA,NA,NA,6.461538461538462,2.576923076923077,3.8461538461538463,NA,0.038461538461538464,0,0,0.038461538461538464,0.3830128205128205,0.6121794871794872,0.004807692307692308,NA,5.875576923076923,0.07692307692307693,NA,NA
24,3,1,3,0,2,1,1,2,3.025,2.4,0.05,0.25,0.575,0,0.05,0.275,0.95375,0.003541666666666667,0.042708333333333334,0.021041666666666667,0.627925,0.925,0.5175384615384615,NA
24,3,2,4,0,2,2,1,NA,3.3,2.4,0.175,0.325,0.725,0,0.1,0.375,0.9317013888888889,0.013680555555555555,0.05461805555555556,0.025138888888888888,0.642075,0.9,0.4,NA
25,1,1,1,0,NA,NA,NA,NA,6.948148148148148,2.837037037037037,1.348148148148148,NA,2.762962962962963,0.07407407407407407,0.4888888888888889,2.5481481481481483,0.631019883459684,0.1178288671030329,0.2511512494372832,NA,1.1610148148148147,0.5333333333333333,0.6512079207920792,NA
25,1,1,2,0,NA,NA,NA,NA,3.261904761904762,2.8095238095238093,0.14285714285714285,NA,0.30952380952380953,0.023809523809523808,0.07142857142857142,0.30952380952380953,0.9563492063492064,0.016865079365079364,0.026785714285714284,NA,0.4368095238095238,0.7857142857142857,0.359475,NA
25,1,1,2,1,NA,NA,NA,NA,6,2,1,NA,3,0,1,3,0.3333333333333333,0.16666666666666666,0.5,NA,3.217,0,NA,NA
25,1,2,1,0,NA,NA,NA,NA,2.8734177215189876,2.6202531645569622,0.13924050632911392,NA,0.11392405063291139,0.012658227848101266,0.08860759493670886,0.27848101265822783,0.9535563592525618,0.024291742013261,0.022151898734177215,NA,0.5886582278481013,0.8987341772151899,0.5281052631578947,NA
25,1,2,1,1,NA,NA,NA,NA,19,6,6,NA,7,1,1,8,0.3157894736842105,0.3157894736842105,0.3684210526315789,NA,4.425,0,NA,NA
25,1,2,2,0,NA,NA,NA,NA,2.4693877551020407,2.438775510204082,0.02040816326530612,NA,0.01020408163265306,0,0.02040816326530612,0.05102040816326531,0.9931972789115646,0.00510204081632653,0.0017006802721088435,NA,0.3536734693877551,0.9693877551020408,0.3536734693877551,NA
25,1,2,2,1,NA,NA,NA,NA,6,2,4,NA,0,1,1,2,0.3333333333333333,0.6666666666666666,0,NA,7.684,0,NA,NA
25,2,1,1,0,1,NA,NA,NA,2.694915254237288,2.6610169491525424,0.03389830508474576,NA,0,0.00847457627118644,0,0.01694915254237288,0.9951573849878934,0.004842615012106537,0,NA,0.398,0.9661016949152542,0.32176923076923075,0.5069444444444444
25,2,1,1,1,1,NA,NA,NA,11.666666666666666,3.6666666666666665,8,NA,0,0,0,0,0.31746031746031744,0.6825396825396826,0,NA,5.556,0,NA,NA
25,2,1,2,0,1,NA,NA,NA,2.857142857142857,2.7714285714285714,0.08571428571428572,NA,0,0.02857142857142857,0.08571428571428572,0.17142857142857143,0.9844897959183674,0.015510204081632653,0,NA,0.43065714285714285,0.8571428571428571,0.42026470588235293,0.21199734865223155
25,2,1,2,1,1,NA,NA,NA,7.5,2.25,5.25,NA,0,0,0,0,0.29910714285714285,0.7008928571428572,0,NA,3.8047500000000003,0,NA,NA
25,2,2,1,0,1,NA,NA,NA,2.6857142857142855,2.6857142857142855,0,NA,0,0,0,0,1,0,0,NA,0.3480857142857143,1,0.3480857142857143,0.556763925729443
25,2,2,1,1,1,NA,NA,NA,9.5,3.25,6.25,NA,0,0,0,0,0.3315295815295815,0.6684704184704184,0,NA,4.483750000000001,0,NA,NA
25,2,2,2,0,1,NA,NA,NA,2.5811965811965814,2.5811965811965814,0,NA,0,0,0,0,1,0,0,NA,0.40836752136752136,0.9316239316239316,0.40836752136752136,0.2608173076923077
25,2,2,2,1,1,NA,NA,NA,8.25,3,5.25,NA,0,0,0.25,0.5,0.36964285714285716,0.6303571428571428,0,NA,3.53375,0,NA,NA
25,3,1,3,0,1,1,1,1,2.65,2.65,0,0,0,0,0,0,1,0,0,0,0.46715,0.9,0.3940769230769231,NA
25,3,2,4,0,1,2,1,NA,3.45,2.75,0.125,0.425,0.575,0,0.05,0.325,0.9394871794871795,0.007051282051282051,0.053461538461538456,0.049935897435897436,0.434125,0.875,0.40997435897435897,NA
26,1,1,1,0,NA,NA,NA,NA,4.219512195121951,2.8536585365853657,0.4329268292682927,NA,0.9329268292682927,0.06097560975609756,0.18292682926829268,0.9085365853658537,0.8772591007266873,0.040268759018759016,0.0824721402545536,NA,2.1342256097560974,0.774390243902439,1.805978417266187,NA
26,1,1,2,0,NA,NA,NA,NA,5.956521739130435,3.217391304347826,1,NA,1.7391304347826086,0.08695652173913043,0.30434782608695654,2.0869565217391304,0.8083769580060908,0.0844723019425142,0.107150740051395,NA,2.9747391304347826,0.7391304347826086,3.3779411764705882,NA
26,1,1,2,1,NA,NA,NA,NA,9,3,2,NA,4,0,1,5,0.3333333333333333,0.2222222222222222,0.4444444444444444,NA,65.316,0,NA,NA
26,1,2,1,0,NA,NA,NA,NA,2.5949367088607596,2.5949367088607596,0,NA,0,0,0,0,1,0,0,NA,0.3297594936708861,0.9240506329113924,0.3297594936708861,NA
26,1,2,1,1,NA,NA,NA,NA,4,4,0,NA,0,0,0,0,1,0,0,NA,4.559,1,4.559,NA
26,1,2,2,0,NA,NA,NA,NA,2.943396226415094,2.9339622641509435,0.009433962264150943,NA,0,0,0.009433962264150943,0.018867924528301886,0.9984276729559749,0.001572327044025157,0,NA,0.2576509433962264,0.839622641509434,0.2576509433962264,NA
26,1,2,2,1,NA,NA,NA,NA,2,2,0,NA,0,0,0,0,1,0,0,NA,3.859,1,3.859,NA
26,2,1,1,0,1,NA,NA,NA,3.0875,3.0375,0.05,NA,0,0,0.0125,0.025,0.995,0.005,0,NA,0.2671875,0.7875,0.22794936708860758,0.497960372960373
26,2,1,1,1,1,NA,NA,NA,16.25,2.5,13.75,NA,0,0,0,0,0.17965367965367965,0.8203463203463204,0,NA,9.71075,0,NA,NA
26,2,1,2,0,1,NA,NA,NA,2.625,2.625,0,NA,0,0,0,0,1,0,0,NA,0.2541111111111111,0.9444444444444444,0.2541111111111111,0.2133838383838384
26,2,1,2,1,1,NA,NA,NA,15,2.25,12.75,NA,0,0,0,0,0.15698260073260073,0.8430173992673993,0,NA,8.094,0,NA,NA
26,2,2,1,0,1,NA,NA,NA,2.493150684931507,2.4383561643835616,0.0547945205479452,NA,0,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.9931506849315068,0.00684931506849315,0,NA,0.36332876712328765,0.9452054794520548,0.30031944444444447,0.6396825396825396
26,2,2,1,1,1,NA,NA,NA,12.666666666666666,4.333333333333333,8,NA,0.3333333333333333,0,0,0.3333333333333333,0.340992340992341,0.6351981351981352,0.023809523809523808,NA,4.729,0,NA,NA
26,2,2,2,0,1,NA,NA,NA,2.8125,2.7625,0.05,NA,0,0.0125,0.0125,0.025,0.9916666666666667,0.008333333333333333,0,NA,0.36665,0.8875,0.31053164556962026,0.20555555555555555
26,2,2,2,1,1,NA,NA,NA,11.5,2.75,8.75,NA,0,0,0,0,0.23279220779220777,0.7672077922077922,0,NA,4.94625,0,NA,NA
26,3,1,3,0,1,1,1,2,3,2.675,0.075,0.15,0.25,0.025,0.025,0.15,0.959375,0.009375,0.03125,0.01875,0.792975,0.85,0.25113513513513513,NA
26,3,2,4,0,1,2,1,NA,4.225,2.925,0.25,0.5,1.05,0.025,0.15,0.65,0.8861858974358975,0.02947115384615385,0.08434294871794872,0.0541025641025641,0.753475,0.7,0.3582058823529412,NA
27,1,1,1,0,NA,NA,NA,NA,4.157303370786517,2.5168539325842696,0.6741573033707865,NA,0.9662921348314607,0.14606741573033707,0.30337078651685395,1.4269662921348314,0.7921691500343185,0.09660813593397863,0.1112227140317028,NA,3.161011235955056,0.7640449438202247,1.5883064516129033,NA
27,1,1,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,1,0,0,NA,4.259,1,4.259,NA
27,1,1,2,0,NA,NA,NA,NA,2.8,2.311111111111111,0.15555555555555556,NA,0.3333333333333333,0.06666666666666667,0.08888888888888889,0.3333333333333333,0.9220923520923521,0.02479076479076479,0.05311688311688312,NA,1.1582,0.8888888888888888,0.9473,NA
27,1,1,2,1,NA,NA,NA,NA,3,1,0,NA,2,0,0,1,0.3333333333333333,0,0.6666666666666666,NA,3.342,1,NA,NA
27,1,2,1,0,NA,NA,NA,NA,2.482142857142857,2.482142857142857,0,NA,0,0,0,0,1,0,0,NA,0.7521071428571429,1,0.7521071428571429,NA
27,1,2,2,0,NA,NA,NA,NA,2.6582278481012658,2.6582278481012658,0,NA,0,0,0,0,1,0,0,NA,0.5973291139240506,0.9746835443037974,0.5973291139240506,NA
27,1,2,2,1,NA,NA,NA,NA,2,2,0,NA,0,0,0,0,1,0,0,NA,5.284,1,5.284,NA
27,2,1,1,0,2,NA,NA,NA,3.0166666666666666,2.683333333333333,0.3333333333333333,NA,0,0.05,0.08333333333333333,0.16666666666666666,0.9527777777777777,0.04722222222222222,0,NA,1.63805,0.9,1.3608392857142857,0.46156120638675335
27,2,1,1,1,2,NA,NA,NA,6.72,2.72,4,NA,0,0,0,0,0.4335396825396825,0.5664603174603174,0,NA,5.704,0.08,1.409,NA
27,2,1,2,0,2,NA,NA,NA,2.3469387755102042,2.326530612244898,0.02040816326530612,NA,0,0,0.02040816326530612,0.04081632653061224,0.9931972789115646,0.006802721088435374,0,NA,1.7141632653061225,1,1.7141632653061225,0.32972972972972975
27,2,1,2,1,2,NA,NA,NA,6.923076923076923,2.6538461538461537,4.230769230769231,NA,0.038461538461538464,0,0.07692307692307693,0.15384615384615385,0.38935881370091896,0.6086168948011054,0.0020242914979757085,NA,5.666653846153846,0.038461538461538464,2.384,NA
27,2,2,1,0,2,NA,NA,NA,2.7358490566037736,2.3962264150943398,0.3018867924528302,NA,0.03773584905660377,0.05660377358490566,0.07547169811320754,0.18867924528301888,0.940318957771788,0.04788858939802336,0.01179245283018868,NA,1.2411132075471698,0.8867924528301887,0.9684285714285714,0.41333333333333333
27,2,2,1,1,2,NA,NA,NA,6.545454545454546,2.5454545454545454,4,NA,0,0,0.045454545454545456,0.09090909090909091,0.38905778564869475,0.6109422143513052,0,NA,4.539272727272727,0.045454545454545456,5.7,NA
27,2,2,2,0,2,NA,NA,NA,2.634920634920635,2.507936507936508,0.12698412698412698,NA,0,0.031746031746031744,0.031746031746031744,0.06349206349206349,0.9782312925170068,0.021768707482993196,0,NA,1.1498412698412699,0.9682539682539683,1.0261967213114753,0.3818627450980392
27,2,2,2,1,2,NA,NA,NA,6.681818181818182,2.3181818181818183,4.363636363636363,NA,0,0,0.045454545454545456,0.09090909090909091,0.332034632034632,0.667965367965368,0,NA,4.692681818181819,0.045454545454545456,NA,NA
27,3,1,3,0,2,1,1,1,3,2.475,0.15,0.325,0.375,0.025,0.1,0.225,0.9380128205128205,0.02233974358974359,0.0396474358974359,0.0466025641025641,1.95435,0.9,1.2821111111111112,NA
27,3,2,4,0,2,2,1,NA,2.8,2.525,0.025,0.2,0.25,0,0.025,0.125,0.9486111111111111,0.0027777777777777775,0.04861111111111111,0.043055555555555555,1.487775,0.95,1.459897435897436,NA
28,1,1,1,0,NA,NA,NA,NA,2.7532467532467533,2.2467532467532467,0.22077922077922077,NA,0.2857142857142857,0,0.07792207792207792,0.33766233766233766,0.9404761904761905,0.023268398268398268,0.036255411255411256,NA,4.2821428571428575,0.922077922077922,3.9024794520547945,NA
28,1,1,1,1,NA,NA,NA,NA,2,2,0,NA,0,0,0,0,1,0,0,NA,4.709,1,4.709,NA
28,1,1,2,0,NA,NA,NA,NA,2.688888888888889,2.2444444444444445,0.15555555555555556,NA,0.28888888888888886,0,0.1111111111111111,0.28888888888888886,0.9354320987654321,0.023580246913580245,0.04098765432098765,NA,2.597088888888889,0.9111111111111111,2.5326136363636365,NA
28,1,1,2,1,NA,NA,NA,NA,6,1,2,NA,3,1,1,3,0.16666666666666666,0.3333333333333333,0.5,NA,19.584,0,NA,NA
28,1,2,1,0,NA,NA,NA,NA,2.395348837209302,2.395348837209302,0,NA,0,0,0,0,1,0,0,NA,3.790581395348837,0.9767441860465116,3.790581395348837,NA
28,1,2,2,0,NA,NA,NA,NA,2.7341772151898733,2.607594936708861,0.0379746835443038,NA,0.08860759493670886,0,0.012658227848101266,0.10126582278481013,0.9897528631705846,0.0027124773960217,0.00753465943339361,NA,3.2123291139240506,0.9367088607594937,3.2123291139240506,NA
28,1,2,2,1,NA,NA,NA,NA,8,3,2,NA,3,0,1,3,0.375,0.25,0.375,NA,12.3,0,NA,NA
28,2,1,1,0,2,NA,NA,NA,3.129032258064516,2.693548387096774,0.3387096774193548,NA,0.0967741935483871,0,0.06451612903225806,0.1935483870967742,0.9558239962651728,0.032988464202885454,0.011187539531941808,NA,6.734129032258064,0.9354838709677419,6.264101694915254,0.34090909090909094
28,2,1,1,1,2,NA,NA,NA,6.32,2.36,3.8,NA,0.16,0,0.04,0.12,0.3543073593073593,0.6297835497835498,0.015909090909090907,NA,11.71952,0.08,NA,NA
28,2,1,2,0,2,NA,NA,NA,2.8297872340425534,2.574468085106383,0.2553191489361702,NA,0,0.02127659574468085,0.06382978723404255,0.1276595744680851,0.9675048355899419,0.03249516441005803,0,NA,7.441106382978724,0.9361702127659575,7.448347826086956,0.20814132104454686
28,2,1,2,1,2,NA,NA,NA,6.615384615384615,2.4615384615384617,4,NA,0.15384615384615385,0,0.038461538461538464,0.07692307692307693,0.356013431013431,0.626037851037851,0.017948717948717947,NA,14.111423076923078,0.038461538461538464,NA,NA
28,2,2,1,0,2,NA,NA,NA,2.803921568627451,2.7254901960784315,0.0784313725490196,NA,0,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.9869281045751634,0.0130718954248366,0,NA,1.1872549019607843,0.9411764705882353,1.12766,0.37864864864864867
28,2,2,1,1,2,NA,NA,NA,6.590909090909091,2.227272727272727,4.318181818181818,NA,0.045454545454545456,0,0,0.045454545454545456,0.35115440115440116,0.6437950937950938,0.00505050505050505,NA,4.108,0.13636363636363635,1.009,NA
28,2,2,2,0,2,NA,NA,NA,3.292307692307692,2.769230769230769,0.4307692307692308,NA,0.09230769230769231,0.06153846153846154,0.1076923076923077,0.3076923076923077,0.9229426129426129,0.05603174603174603,0.021025641025641025,NA,1.3789384615384614,0.8923076923076924,1.2145166666666667,0.2593064762876084
28,2,2,2,1,2,NA,NA,NA,7.090909090909091,2.6363636363636362,4.2272727272727275,NA,0.22727272727272727,0,0,0.09090909090909091,0.3682178932178932,0.5964285714285714,0.03535353535353535,NA,4.926136363636363,0.09090909090909091,NA,NA
28,3,1,3,0,2,1,1,2,2.775,2.775,0,0,0,0,0,0,1,0,0,0,0.747625,0.925,0.6947692307692308,NA
28,3,2,4,0,2,2,1,NA,3.425,2.75,0.15,0.375,0.525,0,0.075,0.425,0.944375,0.011631944444444445,0.043993055555555556,0.029479166666666667,0.73805,0.875,0.6115263157894737,NA
29,1,1,1,0,NA,NA,NA,NA,2.5064935064935066,2,0.16883116883116883,NA,0.33766233766233766,0,0.05194805194805195,0.2857142857142857,0.9625850340136054,0.012523191094619666,0.024891774891774892,NA,1.269974025974026,0.948051948051948,1.1373243243243243,NA
29,1,1,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,1,0,0,NA,11.934,1,11.934,NA
29,1,1,2,0,NA,NA,NA,NA,2.6666666666666665,2.2666666666666666,0.15555555555555556,NA,0.24444444444444444,0,0.06666666666666667,0.24444444444444444,0.9602469135802469,0.016419753086419752,0.023333333333333334,NA,2.828666666666667,0.9555555555555556,2.828666666666667,NA
29,1,1,2,1,NA,NA,NA,NA,2,1,1,NA,0,1,1,2,0.5,0.5,0,NA,37.275,1,NA,NA
29,1,2,1,0,NA,NA,NA,NA,2.6744186046511627,2.6744186046511627,0,NA,0,0,0,0,1,0,0,NA,1.085139534883721,1,1.085139534883721,NA
29,1,2,2,0,NA,NA,NA,NA,2.5569620253164556,2.5569620253164556,0,NA,0,0,0,0,1,0,0,NA,0.8207594936708861,0.9873417721518988,0.8207594936708861,NA
29,1,2,2,1,NA,NA,NA,NA,3,3,0,NA,0,0,0,0,1,0,0,NA,12.892,1,12.892,NA
29,2,1,1,0,1,NA,NA,NA,2.5473684210526315,2.5473684210526315,0,NA,0,0,0,0,1,0,0,NA,1.0560947368421052,1,0.9090851063829787,0.4583333333333333
29,2,1,1,1,1,NA,NA,NA,6.333333333333333,2,4.333333333333333,NA,0,0,0,0,0.30277777777777776,0.6972222222222222,0,NA,10.055666666666667,0,NA,NA
29,2,1,2,0,1,NA,NA,NA,2.593220338983051,2.593220338983051,0,NA,0,0,0,0,1,0,0,NA,0.8389491525423729,1,0.8389491525423729,0.028846153846153848
29,2,1,2,1,1,NA,NA,NA,5.666666666666667,1.6666666666666667,4,NA,0,0,0,0,0.2761904761904762,0.7238095238095238,0,NA,10.631,0,NA,NA
