sub,ses,context,switch,train_type,transfer,full_transfer_first,original_house,t,n_clicks,n_cc,n_oc,n_lc,n_nc,setting_sticks,setting_slips,context_changes,accuracy,setting_errors,general_errors,learned_setting_errors,rt,win,rt_correct,transition_probabilities
5,2,1,1,1,NA,NA,NA,151.71428571428572,8.714285714285714,2.857142857142857,4.428571428571429,NA,1.4285714285714286,0,0.2857142857142857,1.4285714285714286,0.32377463806035234,0.5245595674167103,0.15166579452293738,NA,4.091857142857143,0,NA,NA
5,2,2,0,1,NA,NA,NA,198.2434210526316,3.2565789473684212,2.5460526315789473,0.45394736842105265,NA,0.2565789473684211,0.03289473684210526,0.21052631578947367,0.7039473684210527,0.9036947153723469,0.06719935765988397,0.029105926967769074,NA,0.9023684210526316,0.8223684210526315,0.8718843537414966,0.24313658201784488
5,2,2,1,1,NA,NA,NA,152.875,11.375,3.25,5.375,NA,2.75,0,0.625,2.875,0.380820814387748,0.4535871340076145,0.1655920516046374,NA,3.55575,0.125,2.109,NA
5,3,3,0,1,1,1,1,20.5,3.25,2.65,0.225,0.35,0.375,0,0.125,0.45,0.9274837662337663,0.03163961038961039,0.04087662337662338,0.04873376623376623,0.9733,0.9,0.8275789473684211,NA
5,3,4,0,1,2,1,NA,60.5,3.1,2.6,0.2,0.4,0.3,0,0.1,0.35,0.9204365079365079,0.031031746031746032,0.04853174603174603,0.06543650793650793,0.490625,0.825,0.490625,NA
6,1,1,0,NA,NA,NA,NA,67.6,3.2555555555555555,2.2777777777777777,0.32222222222222224,NA,0.6555555555555556,0.05555555555555555,0.17777777777777778,0.6444444444444445,0.8798168189834856,0.04212502004168671,0.07805816097482764,NA,3.669122222222222,0.8444444444444444,3.6488947368421054,NA
6,1,1,1,NA,NA,NA,NA,102,2,2,0,NA,0,0,0,0,1,0,0,NA,8.384,1,8.384,NA
6,1,2,0,NA,NA,NA,NA,114.67045454545455,3.25,2.5454545454545454,0.2159090909090909,NA,0.48863636363636365,0.022727272727272728,0.125,0.48863636363636365,0.8949498418248418,0.02965680153180153,0.07539335664335664,NA,1.6034431818181818,0.875,1.378116883116883,NA
6,1,2,1,NA,NA,NA,NA,97,6.5,3,1.5,NA,2,0.5,1,3,0.525,0.225,0.25,NA,4.2,0,3.2,NA
6,2,1,0,1,NA,NA,NA,129.1045751633987,2.843137254901961,2.607843137254902,0.23529411764705882,NA,0,0.026143790849673203,0.058823529411764705,0.13071895424836602,0.9669675277518415,0.03303247224815852,0,NA,1.8828235294117648,0.9411764705882353,1.6638243243243243,0.473134328358209
6,2,1,1,1,NA,NA,NA,142.57142857142858,6.857142857142857,3.142857142857143,3.7142857142857144,NA,0,0,0,0,0.4748299319727891,0.5251700680272109,0,NA,5.368,0,NA,NA
6,2,2,0,1,NA,NA,NA,193.75,2.7828947368421053,2.598684210526316,0.18421052631578946,NA,0,0.03289473684210526,0.046052631578947366,0.09210526315789473,0.9742481203007519,0.02575187969924812,0,NA,1.6459210526315788,0.9539473684210527,1.523095238095238,0.3198621553884712
6,2,2,1,1,NA,NA,NA,144.875,6.875,2.875,4,NA,0,0,0.125,0.25,0.41488095238095235,0.5851190476190476,0,NA,5.0545,0.125,NA,NA
6,3,3,0,1,1,1,2,20.5,3.175,2.3,0.15,0.3,0.725,0,0.1,0.45,0.8873550061050061,0.02467948717948718,0.08796550671550671,0.041285103785103784,0.96935,0.875,0.31882352941176473,NA
6,3,4,0,1,2,1,NA,60.5,3.675,2.625,0.15,0.45,0.9,0,0.075,0.5,0.8827738499245852,0.009912330316742081,0.1073138197586727,0.06242882730015083,0.875425,0.8,0.4539166666666667,NA
7,1,1,0,NA,NA,NA,NA,63.4125,3.025,2.5125,0.1375,NA,0.375,0,0.05,0.2875,0.9528349282296651,0.009345095693779904,0.037819976076555024,NA,1.163425,0.925,0.9074342105263158,NA
7,1,1,1,NA,NA,NA,NA,88,2,2,0,NA,0,0,0,0,1,0,0,NA,3.925,1,3.925,NA
7,1,2,0,NA,NA,NA,NA,103.53571428571429,2.9166666666666665,2.6666666666666665,0.10714285714285714,NA,0.14285714285714285,0.011904761904761904,0.07142857142857142,0.2261904761904762,0.9672524565381708,0.01673280423280423,0.016014739229024945,NA,0.8750238095238095,0.9285714285714286,0.87,NA
7,1,2,1,NA,NA,NA,NA,85,6,2.5,0.5,NA,3,0,0.5,2,0.65,0.05,0.3,NA,3.367,0.5,2.359,NA
7,2,1,0,2,NA,NA,NA,148.3716814159292,2.672566371681416,2.415929203539823,0.25663716814159293,NA,0,0.04424778761061947,0.07079646017699115,0.23008849557522124,0.9614131198201995,0.03858688017980053,0,NA,1.2988761061946903,0.9380530973451328,1.0218888888888888,0.4817927170868347
7,2,1,1,2,NA,NA,NA,161,5.914893617021277,2.4893617021276597,3.425531914893617,NA,0,0,0.02127659574468085,0.0425531914893617,0.4404424181019926,0.5595575818980074,0,NA,4.376191489361702,0.1702127659574468,1.5985,NA
7,2,2,0,2,NA,NA,NA,172.3125,2.5089285714285716,2.4107142857142856,0.09821428571428571,NA,0,0.017857142857142856,0.03571428571428571,0.07142857142857142,0.9824404761904761,0.01755952380952381,0,NA,0.8216428571428571,0.9732142857142857,0.7692272727272728,0.29008152173913043
7,2,2,1,2,NA,NA,NA,161,5.979166666666667,2.3541666666666665,3.625,NA,0,0,0.041666666666666664,0.08333333333333333,0.37865410052910053,0.6213458994708995,0,NA,4.392354166666666,0.125,NA,NA
7,3,3,0,2,1,1,1,20.5,2.4,2.4,0,0,0,0,0,0,1,0,0,0,0.4502,0.975,0.3907948717948718,NA
7,3,4,0,2,2,1,NA,60.5,3.4,2.575,0.15,0.35,0.675,0.025,0.075,0.45,0.9198083778966132,0.011463903743315507,0.0687277183600713,0.04039661319073084,0.507325,0.85,0.3786216216216216,NA
8,1,1,0,NA,NA,NA,NA,63.4125,3.0625,2.5,0.2,NA,0.3625,0,0.075,0.325,0.9460799552614568,0.02027597982512843,0.033644064913414755,NA,0.9747125,0.925,0.7311392405063291,NA
8,1,1,1,NA,NA,NA,NA,88,5,1,2,NA,2,1,1,3,0.2,0.4,0.4,NA,7.892,0,NA,NA
8,1,2,0,NA,NA,NA,NA,103.53571428571429,3.011904761904762,2.4642857142857144,0.17857142857142858,NA,0.36904761904761907,0,0.07142857142857142,0.32142857142857145,0.9556216931216931,0.014847883597883598,0.029530423280423282,NA,0.513452380952381,0.9285714285714286,0.513452380952381,NA
8,1,2,1,NA,NA,NA,NA,85,5.5,2,1,NA,2.5,0.5,0.5,2.5,0.65,0.1,0.25,NA,6.2044999999999995,0.5,7.2,NA
8,2,1,0,2,NA,NA,NA,149.2566371681416,2.9469026548672566,2.584070796460177,0.22123893805309736,NA,0.1415929203539823,0.02654867256637168,0.07964601769911504,0.23008849557522124,0.9564124174743643,0.027026267734232334,0.016561314791403287,NA,1.0361238938053097,0.911504424778761,0.7683211009174312,0.4944055944055944
8,2,1,1,2,NA,NA,NA,156.4468085106383,7.276595744680851,2.978723404255319,3.8085106382978724,NA,0.48936170212765956,0,0.1702127659574468,0.48936170212765956,0.4020298190198065,0.535797723344657,0.062172457635536485,NA,5.482425531914894,0.02127659574468085,NA,NA
8,2,2,0,2,NA,NA,NA,175.24107142857142,3.294642857142857,2.6160714285714284,0.375,NA,0.30357142857142855,0.0625,0.125,0.49107142857142855,0.91796875,0.045610119047619045,0.036421130952380955,NA,0.9057857142857143,0.8839285714285714,0.739116504854369,0.4534313725490196
8,2,2,1,2,NA,NA,NA,156.54166666666666,8.0625,2.8125,4.4375,NA,0.8125,0,0.08333333333333333,0.5625,0.3522832049486461,0.5871333255524432,0.06058346949891068,NA,5.179479166666667,0,NA,NA
8,3,3,0,2,1,1,2,19.5,2.3421052631578947,2.236842105263158,0.05263157894736842,0.10526315789473684,0.05263157894736842,0,0.02631578947368421,0.05263157894736842,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.021052631578947368,0.6982105263157895,0.9736842105263158,0.46662162162162163,NA
8,3,4,0,2,2,1,NA,60.5,2.9,2.675,0.075,0.225,0.15,0,0.05,0.15,0.9647222222222223,0.008055555555555555,0.02722222222222222,0.035277777777777776,0.513575,0.95,0.3782894736842105,NA
9,1,1,0,NA,NA,NA,NA,178.7921146953405,7.161290322580645,2.953405017921147,1.3548387096774193,NA,2.8530465949820787,0.12186379928315412,0.5483870967741935,2.802867383512545,0.585474518544337,0.13310707349791218,0.2814184079577509,NA,2.2319534050179213,0.48028673835125446,0.902015625,NA
9,1,1,1,NA,NA,NA,NA,337,1,1,0,NA,0,0,0,0,1,0,0,NA,4.167,1,4.167,NA
9,1,2,0,NA,NA,NA,NA,338.4018691588785,4.658878504672897,2.7429906542056073,0.6542056074766355,NA,1.2616822429906542,0.056074766355140186,0.2570093457943925,1.3457943925233644,0.798702103818239,0.06492171166442744,0.1363761845173335,NA,1.3374018691588785,0.7242990654205608,0.6574240506329114,NA
9,1,2,1,NA,NA,NA,NA,309,2,1,0,NA,1,0,0,1,0.5,0,0.5,NA,7.318,1,NA,NA
9,2,1,0,1,NA,NA,NA,131.63398692810458,5.764705882352941,2.7058823529411766,1.2026143790849673,NA,1.8562091503267975,0.16339869281045752,0.5359477124183006,2.2941176470588234,0.661858585025282,0.1483848065997644,0.18975660837495353,NA,1.6759281045751635,0.5816993464052288,0.9024516129032258,0.3011131303952749
9,2,1,1,1,NA,NA,NA,158,13.428571428571429,3.2857142857142856,6.142857142857143,NA,4,0,0.8571428571428571,3.7142857142857144,0.3161255411255411,0.3775974025974026,0.30627705627705626,NA,6.006714285714286,0.14285714285714285,0.438,NA
9,2,2,0,1,NA,NA,NA,189.7828947368421,8.289473684210526,2.9407894736842106,2.263157894736842,NA,3.085526315789474,0.21052631578947367,0.7631578947368421,3.861842105263158,0.47239132748398976,0.22697560801819494,0.3006330644978153,NA,2.3264802631578947,0.29605263157894735,1.0924615384615384,0.4194386694386695
9,2,2,1,1,NA,NA,NA,158.375,11.5,2.25,5.875,NA,3.375,0,0.5,2.125,0.30181788931788933,0.4680528743028743,0.23012923637923638,NA,6.084125,0.25,0.25,NA
9,3,3,0,1,1,1,1,20.5,5.925,2.7,0.475,1,2.75,0.125,0.35,1.6,0.6308462206652996,0.06430045283663705,0.30485332649806335,0.10869344288752184,1.362075,0.55,0.627,NA
9,3,4,0,1,2,1,NA,60.5,6.325,2.775,0.725,1.325,2.825,0.05,0.475,1.925,0.6442555210489993,0.07247282608695652,0.28327165286404415,0.12190864389233955,1.04385,0.525,0.5758888888888889,NA
10,1,1,0,NA,NA,NA,NA,63.4125,3.1875,2.45,0.25,NA,0.4875,0.0125,0.0875,0.3875,0.9430067355889724,0.019519632414369256,0.03747363199665831,NA,0.5484875,0.9,0.4246153846153846,NA
10,1,1,1,NA,NA,NA,NA,88,2,2,0,NA,0,0,0,0,1,0,0,NA,6.308,1,6.308,NA
10,1,2,0,NA,NA,NA,NA,103.53571428571429,2.8095238095238093,2.369047619047619,0.14285714285714285,NA,0.2976190476190476,0,0.05952380952380952,0.2857142857142857,0.9556380127808699,0.012047344190201332,0.032314643028928745,NA,0.3751547619047619,0.8809523809523809,0.3751547619047619,NA
10,1,2,1,NA,NA,NA,NA,85,6.5,2.5,1.5,NA,2.5,0,0.5,3,0.6363636363636364,0.13636363636363635,0.22727272727272727,NA,3.5919999999999996,0.5,3.025,NA
10,2,1,0,1,NA,NA,NA,164.01315789473685,4.296052631578948,2.651315789473684,1.5986842105263157,NA,0.046052631578947366,0.039473684210526314,0.5526315789473685,1.381578947368421,0.7490835331081327,0.24490483455014347,0.006011632341723875,NA,0.4733421052631579,0.5723684210526315,0.3509583333333333,0.4485518292682927
10,2,1,1,1,NA,NA,NA,166.85714285714286,5,2.4285714285714284,2.5714285714285716,NA,0,0,0.2857142857142857,0.5714285714285714,0.5054421768707483,0.4945578231292517,0,NA,1.9885714285714284,0.2857142857142857,3.417,NA
10,2,2,0,1,NA,NA,NA,154.89333333333335,4.593333333333334,2.6666666666666665,1.8733333333333333,NA,0.05333333333333334,0.05333333333333334,0.6066666666666667,1.4933333333333334,0.7058518518518518,0.2877037037037037,0.0064444444444444445,NA,0.47088,0.5066666666666667,0.30245255474452554,0.22004504504504502
10,2,2,1,1,NA,NA,NA,166.125,5.875,3.25,2.625,NA,0,0,0.5,1.25,0.5672619047619047,0.43273809523809526,0,NA,1.206625,0.375,0.634,NA
10,3,3,0,1,1,1,2,20.5,2.825,2.425,0.15,0.275,0.25,0.025,0.075,0.2,0.9434523809523809,0.023809523809523808,0.03273809523809524,0.04613095238095238,0.447675,0.925,0.3285897435897436,NA
10,3,4,0,1,2,1,NA,60.92307692307692,3.2051282051282053,2.7435897435897436,0.02564102564102564,0.15384615384615385,0.4358974358974359,0,0.02564102564102564,0.23076923076923078,0.947008547008547,0.003205128205128205,0.04978632478632478,0.02329059829059829,0.35723076923076924,0.8974358974358975,0.3512972972972973,NA
11,1,1,0,NA,NA,NA,NA,105.29508196721312,5.532786885245901,2.581967213114754,0.9672131147540983,NA,1.9836065573770492,0.08196721311475409,0.3524590163934426,1.9180327868852458,0.7314532916991934,0.08929221962008847,0.1792544886807182,NA,3.680049180327869,0.6721311475409836,2.7379615384615383,NA
11,1,1,1,NA,NA,NA,NA,220,3,3,0,NA,0,0,0,0,1,0,0,NA,3.209,1,3.209,NA
11,1,2,0,NA,NA,NA,NA,180.68965517241378,3.057471264367816,2.545977011494253,0.10344827586206896,NA,0.40804597701149425,0,0.05747126436781609,0.42528735632183906,0.9172869914249224,0.011779328589673416,0.07093367998540412,NA,0.689764367816092,0.8333333333333334,0.6921111111111111,NA
11,1,2,1,NA,NA,NA,NA,172,6,2,1.5,NA,2.5,0,0.5,3,0.6363636363636364,0.13636363636363635,0.22727272727272727,NA,16.5375,0.5,2.967,NA
11,2,1,0,2,NA,NA,NA,156.97345132743362,2.938053097345133,2.6991150442477876,0.23893805309734514,NA,0,0.04424778761061947,0.035398230088495575,0.08849557522123894,0.9720736490647995,0.027926350935200493,0,NA,0.9286725663716814,0.9557522123893806,0.6541481481481481,0
11,2,1,1,2,NA,NA,NA,161.17021276595744,7.042553191489362,2.5106382978723403,4.51063829787234,NA,0.02127659574468085,0,0,0,0.3500644745325596,0.6463894261766602,0.0035460992907801418,NA,3.5728510638297872,0,NA,NA
11,2,2,0,2,NA,NA,NA,163.49107142857142,2.544642857142857,2.5089285714285716,0.03571428571428571,NA,0,0,0.008928571428571428,0.017857142857142856,0.9955357142857143,0.004464285714285714,0,NA,0.7447767857142857,0.9910714285714286,0.7447767857142857,0.75
11,2,2,1,2,NA,NA,NA,161.16666666666666,6.5625,2.25,4.229166666666667,NA,0.08333333333333333,0,0.020833333333333332,0.041666666666666664,0.33837632275132273,0.6507771164021164,0.010846560846560846,NA,3.7018958333333334,0.020833333333333332,2.4,NA
11,3,3,0,2,1,1,1,20.5,2.525,2.525,0,0,0,0,0,0,1,0,0,0,0.54295,1,0.48420512820512823,NA
11,3,4,0,2,2,1,NA,60.5,2.85,2.5,0.025,0.125,0.325,0,0.025,0.075,0.9666666666666667,0.0020833333333333333,0.03125,0.011805555555555555,0.945275,0.95,0.945275,NA
12,1,1,0,NA,NA,NA,NA,91.44166666666666,3.1,2.691666666666667,0.13333333333333333,NA,0.275,0.008333333333333333,0.05,0.2833333333333333,0.9628481240981241,0.011935425685425684,0.025216450216450217,NA,1.1574,0.95,0.7499035087719298,NA
12,1,1,1,NA,NA,NA,NA,88,2,2,0,NA,0,0,0,0,1,0,0,NA,2.6,1,2.6,NA
12,1,2,0,NA,NA,NA,NA,156.1048387096774,2.6774193548387095,2.5806451612903225,0.03225806451612903,NA,0.06451612903225806,0,0.016129032258064516,0.06451612903225806,0.987872678396872,0.0034824046920821114,0.008644916911045943,NA,0.5759677419354838,0.9758064516129032,0.5643902439024391,NA
12,1,2,1,NA,NA,NA,NA,105,7.5,3.5,1.5,NA,2.5,0,0.5,3,0.6363636363636364,0.13636363636363635,0.22727272727272727,NA,2.7165,0.5,2.3,NA
12,2,1,0,2,NA,NA,NA,165.58407079646017,2.6548672566371683,2.5575221238938055,0.09734513274336283,NA,0,0.02654867256637168,0.02654867256637168,0.05309734513274336,0.9828908554572271,0.01710914454277286,0,NA,0.695,0.9734513274336283,0.489302752293578,0.48314606741573035
12,2,1,1,2,NA,NA,NA,154.87234042553192,7.0212765957446805,2.4893617021276597,4.531914893617022,NA,0,0,0,0,0.3458506032974118,0.6541493967025882,0,NA,3.8961063829787235,0,NA,NA
12,2,2,0,2,NA,NA,NA,160.08928571428572,2.580357142857143,2.580357142857143,0,NA,0,0,0,0,1,0,0,NA,0.5635178571428572,1,0.5635178571428572,0.5
12,2,2,1,2,NA,NA,NA,155,7.166666666666667,2.5416666666666665,4.625,NA,0,0,0,0,0.3680587930587931,0.6319412069412069,0,NA,4.218041666666666,0.041666666666666664,2.0335,NA
