sub,ses,context,switch,train_type,transfer,full_transfer_first,original_house,t,n_clicks,n_cc,n_oc,n_lc,n_nc,setting_sticks,setting_slips,context_changes,accuracy,setting_errors,general_errors,learned_setting_errors,rt,win,rt_correct,transition_probabilities
26,2,2,0,1,NA,NA,NA,163.80921052631578,2.723684210526316,2.6973684210526314,0.02631578947368421,NA,0,0.006578947368421052,0.006578947368421052,0.013157894736842105,0.9956140350877193,0.0043859649122807015,0,NA,0.3133421052631579,0.9144736842105263,0.2836291390728477,0.5850259801606046
26,2,2,1,1,NA,NA,NA,171.125,13.25,2.5,10.75,NA,0,0,0,0,0.19488740426240425,0.8051125957375957,0,NA,6.520125,0,NA,NA
26,3,3,0,1,1,1,2,20.5,3,2.675,0.075,0.15,0.25,0.025,0.025,0.15,0.959375,0.009375,0.03125,0.01875,0.792975,0.85,0.25113513513513513,NA
26,3,4,0,1,2,1,NA,60.5,4.225,2.925,0.25,0.5,1.05,0.025,0.15,0.65,0.8861858974358975,0.02947115384615385,0.08434294871794872,0.0541025641025641,0.753475,0.7,0.3582058823529412,NA
27,1,1,0,NA,NA,NA,NA,98.60689655172413,3.510344827586207,2.503448275862069,0.41379310344827586,NA,0.593103448275862,0.0896551724137931,0.18620689655172415,0.8758620689655172,0.8724348576072714,0.059297407573269643,0.06826773481945896,NA,2.2306758620689657,0.8551724137931035,1.1914661016949153,NA
27,1,1,1,NA,NA,NA,NA,113,1,1,0,NA,0,0,0,0,1,0,0,NA,4.259,1,4.259,NA
27,1,2,0,NA,NA,NA,NA,181.1048387096774,2.7096774193548385,2.532258064516129,0.056451612903225805,NA,0.12096774193548387,0.024193548387096774,0.03225806451612903,0.12096774193548387,0.9717270632593213,0.008996648512777546,0.01927628822790113,NA,0.8008709677419354,0.9435483870967742,0.7149663865546219,NA
27,1,2,1,NA,NA,NA,NA,130,2.5,1.5,0,NA,1,0,0,0.5,0.6666666666666666,0,0.3333333333333333,NA,4.313,1,5.284,NA
27,2,1,0,2,NA,NA,NA,148.858407079646,2.8849557522123894,2.5486725663716814,0.3185840707964602,NA,0.017699115044247787,0.05309734513274336,0.07964601769911504,0.17699115044247787,0.9469342604298356,0.04753476611883691,0.0055309734513274336,NA,1.4518761061946903,0.8938053097345132,1.1777142857142857,0.06716833890746934
27,2,1,1,2,NA,NA,NA,152.89361702127658,6.638297872340425,2.6382978723404253,4,NA,0,0,0.02127659574468085,0.0425531914893617,0.4127183691013478,0.5872816308986522,0,NA,5.1588085106382975,0.06382978723404255,2.8393333333333333,NA
27,2,2,0,2,NA,NA,NA,178.625,2.5089285714285716,2.4285714285714284,0.08035714285714286,NA,0,0.017857142857142856,0.026785714285714284,0.05357142857142857,0.9847789115646258,0.015221088435374149,0,NA,1.3967321428571429,0.9821428571428571,1.3326545454545455,0.4434782608695652
27,2,2,1,2,NA,NA,NA,153.0625,6.8125,2.5,4.291666666666667,NA,0.020833333333333332,0,0.0625,0.125,0.36308523043720414,0.6358182783347257,0.0010964912280701754,NA,5.22025,0.041666666666666664,2.384,NA
27,3,3,0,2,1,1,1,20.5,3,2.475,0.15,0.325,0.375,0.025,0.1,0.225,0.9380128205128205,0.02233974358974359,0.0396474358974359,0.0466025641025641,1.95435,0.9,1.2821111111111112,NA
27,3,4,0,2,2,1,NA,60.5,2.8,2.525,0.025,0.2,0.25,0,0.025,0.125,0.9486111111111111,0.0027777777777777775,0.04861111111111111,0.043055555555555555,1.487775,0.95,1.459897435897436,NA
28,1,1,0,NA,NA,NA,NA,91.44166666666666,2.625,2.3,0.14166666666666666,NA,0.18333333333333332,0,0.05,0.21666666666666667,0.9618055555555556,0.014930555555555555,0.02326388888888889,NA,4.106,0.9416666666666667,3.8609999999999998,NA
28,1,1,1,NA,NA,NA,NA,88,2,2,0,NA,0,0,0,0,1,0,0,NA,4.709,1,4.709,NA
28,1,2,0,NA,NA,NA,NA,156.1048387096774,2.717741935483871,2.475806451612903,0.08064516129032258,NA,0.16129032258064516,0,0.04838709677419355,0.1693548387096774,0.9700396825396825,0.010285458269329237,0.01967485919098822,NA,2.9890564516129032,0.9274193548387096,2.9691788617886177,NA
28,1,2,1,NA,NA,NA,NA,105,7,2,2,NA,3,0.5,1,3,0.2708333333333333,0.29166666666666663,0.4375,NA,15.942,0,NA,NA
28,2,1,0,2,NA,NA,NA,147.2212389380531,2.982300884955752,2.7079646017699117,0.22123893805309736,NA,0.05309734513274336,0.008849557522123894,0.04424778761061947,0.12389380530973451,0.9698621336440181,0.023999570329606767,0.006138296026375152,NA,4.230672566371681,0.9380530973451328,3.9079357798165137,0.31686274509803924
28,2,1,1,2,NA,NA,NA,153.51063829787233,6.446808510638298,2.297872340425532,4.042553191489362,NA,0.10638297872340426,0,0.02127659574468085,0.0851063829787234,0.3528315065549108,0.6363421448527832,0.010826348592306039,NA,8.15668085106383,0.10638297872340426,1.009,NA
28,2,2,0,2,NA,NA,NA,179.75892857142858,3.0982142857142856,2.6875,0.35714285714285715,NA,0.05357142857142857,0.044642857142857144,0.08928571428571429,0.23214285714285715,0.9416428313749742,0.04615478767264482,0.012202380952380952,NA,3.9228839285714288,0.9107142857142857,3.9197641509433963,0.35412757973733583
28,2,2,1,2,NA,NA,NA,153.66666666666666,6.833333333333333,2.5416666666666665,4.104166666666667,NA,0.1875,0,0.020833333333333332,0.08333333333333333,0.36160714285714285,0.6124669312169312,0.025925925925925925,NA,9.9015,0.0625,NA,NA
28,3,3,0,2,1,1,2,20.5,2.775,2.775,0,0,0,0,0,0,1,0,0,0,0.747625,0.925,0.6947692307692308,NA
28,3,4,0,2,2,1,NA,60.5,3.425,2.75,0.15,0.375,0.525,0,0.075,0.425,0.944375,0.011631944444444445,0.043993055555555556,0.029479166666666667,0.73805,0.875,0.6115263157894737,NA
29,1,1,0,NA,NA,NA,NA,91.44166666666666,2.566666666666667,2.2416666666666667,0.10833333333333334,NA,0.21666666666666667,0,0.03333333333333333,0.18333333333333332,0.9759920634920635,0.008035714285714285,0.01597222222222222,NA,1.2037416666666667,0.9666666666666667,1.1181452991452991,NA
29,1,1,1,NA,NA,NA,NA,88,1,1,0,NA,0,0,0,0,1,0,0,NA,11.934,1,11.934,NA
29,1,2,0,NA,NA,NA,NA,156.1048387096774,2.596774193548387,2.4516129032258065,0.056451612903225805,NA,0.08870967741935484,0,0.024193548387096774,0.08870967741935484,0.9855734767025089,0.005958781362007168,0.00846774193548387,NA,1.5494354838709679,0.9758064516129032,1.5494354838709679,NA
29,1,2,1,NA,NA,NA,NA,105,2.5,2,0.5,NA,0,0.5,0.5,1,0.75,0.25,0,NA,25.0835,1,12.892,NA
29,2,1,0,1,NA,NA,NA,142.75816993464053,2.5098039215686274,2.5098039215686274,0,NA,0,0,0,0,1,0,0,NA,0.9497908496732026,1,0.8581776315789473,0.33958333333333335
29,2,1,1,1,NA,NA,NA,194.57142857142858,6.285714285714286,2.142857142857143,4.142857142857143,NA,0,0,0,0,0.333843537414966,0.666156462585034,0,NA,7.345428571428571,0,NA,NA
29,2,2,0,1,NA,NA,NA,175.2171052631579,2.5526315789473686,2.5526315789473686,0,NA,0,0,0,0,1,0,0,NA,0.8323618421052632,1,0.8323618421052632,0.6524390243902439
29,2,2,1,1,NA,NA,NA,190.375,6.25,2.25,4,NA,0,0,0,0,0.33214285714285713,0.6678571428571429,0,NA,7.4305,0,NA,NA
29,3,3,0,1,1,1,1,20.5,2.8,2.7,0.05,0.1,0.05,0.025,0,0.05,0.9857142857142858,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.8432999999999999,0.975,0.5781794871794872,NA
29,3,4,0,1,2,1,NA,60.5,3.65,2.525,0.625,1.125,0.5,0,0.4,1.125,0.825654761904762,0.10255952380952381,0.07178571428571429,0.1743452380952381,0.9184,0.675,0.9184,NA
30,1,1,0,NA,NA,NA,NA,92.1869918699187,2.894308943089431,2.6260162601626016,0.08943089430894309,NA,0.17886178861788618,0,0.04878048780487805,0.1951219512195122,0.9717814705619584,0.009593793740135203,0.01862473569790643,NA,0.47047967479674796,0.9024390243902439,0.3846638655462185,NA
30,1,1,1,NA,NA,NA,NA,91,2,2,0,NA,0,0,0,0,1,0,0,NA,1.984,1,1.984,NA
30,1,2,0,NA,NA,NA,NA,159.1048387096774,2.661290322580645,2.564516129032258,0.024193548387096774,NA,0.07258064516129033,0,0.016129032258064516,0.04838709677419355,0.9854838709677419,0.0036290322580645163,0.010887096774193548,NA,0.28788709677419355,0.9596774193548387,0.2542786885245902,NA
30,1,2,1,NA,NA,NA,NA,108,8.5,3.5,2.5,NA,2.5,0.5,0.5,2.5,0.6153846153846154,0.19230769230769232,0.19230769230769232,NA,1.4545,0.5,1.384,NA
30,2,1,0,1,NA,NA,NA,144.26143790849673,2.6013071895424837,2.5751633986928106,0.026143790849673203,NA,0,0,0.006535947712418301,0.013071895424836602,0.9976232917409388,0.0023767082590612004,0,NA,0.29735947712418304,0.9477124183006536,0.2659276315789474,0.13459016393442624
30,2,1,1,1,NA,NA,NA,187.57142857142858,7.428571428571429,2.5714285714285716,4.857142857142857,NA,0,0,0,0,0.33356009070294784,0.6664399092970521,0,NA,3.3455714285714286,0,NA,NA
30,2,2,0,1,NA,NA,NA,174.34868421052633,2.5921052631578947,2.585526315789474,0,NA,0.006578947368421052,0,0,0.006578947368421052,0.9986842105263158,0,0.0013157894736842105,NA,0.273125,0.9802631578947368,0.26803311258278145,0.44393939393939397
30,2,2,1,1,NA,NA,NA,184.25,7.75,2.375,5.375,NA,0,0,0,0,0.2968253968253968,0.7031746031746031,0,NA,3.230625,0,NA,NA
30,3,3,0,1,1,1,2,20.5,2.85,2.7,0.05,0.125,0.1,0,0.025,0.1,0.9738095238095238,0.007142857142857143,0.019047619047619046,0.02261904761904762,0.3155,0.95,0.20733333333333334,NA
30,3,4,0,1,2,1,NA,60.5,3.85,2.95,0.05,0.55,0.85,0,0.025,0.525,0.9044444444444445,0.0025,0.09305555555555556,0.07222222222222222,0.397275,0.8,0.3242,NA
31,1,1,0,NA,NA,NA,NA,91.44166666666666,3.125,2.6416666666666666,0.2,NA,0.2833333333333333,0,0.058333333333333334,0.31666666666666665,0.9622323972323973,0.015513838013838014,0.022253764753764754,NA,1.4490583333333333,0.9333333333333333,1.2619576271186441,NA
31,1,1,1,NA,NA,NA,NA,88,6,2,2,NA,2,0,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,NA,27.116,0,NA,NA
31,1,2,0,NA,NA,NA,NA,156.1048387096774,2.661290322580645,2.4596774193548385,0.06451612903225806,NA,0.13709677419354838,0,0.04032258064516129,0.13709677419354838,0.9724462365591398,0.008688556067588326,0.018865207373271888,NA,1.1594112903225806,0.9354838709677419,1.1594112903225806,NA
31,1,2,1,NA,NA,NA,NA,105,10.5,2.5,3.5,NA,4.5,0.5,1,3.5,0.2409090909090909,0.3318181818181818,0.42727272727272725,NA,17.2165,0,NA,NA
31,2,1,0,2,NA,NA,NA,150.41071428571428,3.7589285714285716,2.8214285714285716,0.9017857142857143,NA,0.03571428571428571,0.07142857142857142,0.25,0.6428571428571429,0.8729870080316509,0.12046150773829345,0.006551484230055658,NA,1.0975267857142856,0.7589285714285714,0.7377326732673267,0.239137590520079
31,2,1,1,2,NA,NA,NA,171.74468085106383,6.9787234042553195,2.893617021276596,3.893617021276596,NA,0.19148936170212766,0,0.1702127659574468,0.5957446808510638,0.42779005864112246,0.5564290319609468,0.015780909397930674,NA,3.3568936170212766,0.1276595744680851,1.1059999999999999,NA
31,2,2,0,2,NA,NA,NA,161.24107142857142,4.232142857142857,2.875,1.2767857142857142,NA,0.08035714285714286,0.09821428571428571,0.35714285714285715,0.9464285714285714,0.8178571428571428,0.170578231292517,0.011564625850340135,NA,1.4383214285714285,0.6785714285714286,0.97731,0.5105218855218855
31,2,2,1,2,NA,NA,NA,171.52083333333334,6.4375,2.5833333333333335,3.75,NA,0.10416666666666667,0,0.22916666666666666,0.3958333333333333,0.42196593915343916,0.5589120370370371,0.01912202380952381,NA,5.699583333333333,0.14583333333333334,5.167,NA
31,3,3,0,2,1,1,1,20.5,2.975,2.725,0.125,0.175,0.125,0,0.075,0.175,0.9590277777777778,0.024305555555555556,0.016666666666666666,0.02986111111111111,0.6503,0.925,0.5904615384615385,NA
31,3,4,0,2,2,1,NA,60.5,3.775,2.95,0.225,0.475,0.6,0.025,0.1,0.575,0.9389247311827957,0.02477342549923195,0.03630184331797235,0.04006144393241167,0.6849500000000001,0.825,0.5622105263157895,NA
32,1,1,0,NA,NA,NA,NA,161.8905109489051,4.335766423357664,2.740875912408759,0.5291970802919708,NA,1.0656934306569343,0.032846715328467155,0.26277372262773724,1.2262773722627738,0.8331651457079893,0.05859082607757165,0.1082440282144391,NA,0.7480729927007299,0.718978102189781,0.608597510373444,NA
32,1,1,1,NA,NA,NA,NA,271,15,4,4,NA,7,0,1,7,0.26666666666666666,0.26666666666666666,0.4666666666666667,NA,8.75,0,8.75,NA
32,1,2,0,NA,NA,NA,NA,318.7364864864865,3.4527027027027026,2.5878378378378377,0.27702702702702703,NA,0.5878378378378378,0.006756756756756757,0.12162162162162163,0.5945945945945946,0.9088043900543901,0.02712913962913963,0.06406647031647032,NA,0.6005608108108108,0.8513513513513513,0.5485915492957747,NA
32,1,2,1,NA,NA,NA,NA,276,8,2.5,2,NA,3.5,1,1,4.5,0.375,0.25,0.375,NA,3.0585,0.5,NA,NA
32,2,1,0,2,NA,NA,NA,125.3125,6.357142857142857,2.517857142857143,1.8392857142857142,NA,2,0.3125,0.6875,3.1607142857142856,0.572547086131699,0.23103058230330034,0.1964223315650006,NA,1.0977857142857144,0.5267857142857143,0.5411818181818182,0.31203605514316013
32,2,1,1,2,NA,NA,NA,162.06382978723406,7.638297872340425,2.6808510638297873,2.3404255319148937,NA,2.617021276595745,0,0.6595744680851063,2.7872340425531914,0.4307599749714894,0.2976628329256615,0.27157719210284914,NA,1.6666595744680852,0.425531914893617,1.329611111111111,NA
32,2,2,0,2,NA,NA,NA,193.6216216216216,6.846846846846847,2.7477477477477477,1.9009009009009008,NA,2.1981981981981984,0.24324324324324326,0.7207207207207207,3.3333333333333335,0.5642996896092871,0.23136499289750062,0.20433531749321224,NA,1.0124324324324325,0.46846846846846846,0.4793823529411765,0.4242886178861789
32,2,2,1,2,NA,NA,NA,162.04166666666666,7.604166666666667,2.5625,2.5,NA,2.5416666666666665,0,0.6458333333333334,2.8541666666666665,0.47457565072454777,0.305741232487556,0.2196831167878962,NA,1.2575833333333333,0.4166666666666667,0.68966666666666665,NA
32,3,3,0,2,1,1,2,20.5,3.4,2.725,0.15,0.275,0.525,0.075,0.075,0.45,0.9176488095238096,0.019583333333333335,0.06276785714285714,0.03544642857142857,0.54005,0.8,0.3658108108108108,NA
32,3,4,0,2,2,1,NA,60.5,3.45,2.35,0.175,0.4,0.925,0.025,0.075,0.45,0.903609022556391,0.011381578947368421,0.0850093984962406,0.031334586466165416,0.47665,0.875,0.3900810810810811,NA
33,1,1,0,NA,NA,NA,NA,91.44166666666666,2.7583333333333333,2.566666666666667,0.08333333333333333,NA,0.10833333333333334,0.016666666666666666,0.041666666666666664,0.14166666666666666,0.9722222222222222,0.012962962962962963,0.014814814814814814,NA,1.1194666666666666,0.975,0.9376637931034483,NA
33,1,1,1,NA,NA,NA,NA,88,1,1,0,NA,0,0,0,0,1,0,0,NA,2.917,1,2.917,NA
33,1,2,0,NA,NA,NA,NA,156.1048387096774,2.6693548387096775,2.5161290322580645,0.056451612903225805,NA,0.0967741935483871,0,0.024193548387096774,0.0967741935483871,0.9869379276637341,0.005828445747800586,0.007233626588465298,NA,0.9964354838709677,0.9838709677419355,0.9964354838709677,NA
33,1,2,1,NA,NA,NA,NA,105,3,2.5,0.5,NA,0,0,0.5,1,0.8333333333333333,0.16666666666666666,0,NA,1.3795,1,1.3795,NA
33,2,1,0,1,NA,NA,NA,132.23529411764707,2.679738562091503,2.627450980392157,0.05228758169934641,NA,0,0.013071895424836602,0.006535947712418301,0.026143790849673203,0.9934640522875817,0.006535947712418301,0,NA,0.9887450980392157,0.9869281045751634,0.9264569536423841,0.4020432692307692
33,2,1,1,1,NA,NA,NA,112.28571428571429,6.571428571428571,2.4285714285714284,4.142857142857143,NA,0,0,0,0,0.3573696145124716,0.6426303854875284,0,NA,3.724142857142857,0,NA,NA
33,2,2,0,1,NA,NA,NA,193.38815789473685,2.5460526315789473,2.4342105263157894,0.10526315789473684,NA,0.006578947368421052,0,0.02631578947368421,0.05921052631578947,0.9853070175438596,0.0125,0.0021929824561403508,NA,0.9028421052631579,0.9736842105263158,0.8949139072847682,0.28167641325536064
33,2,2,1,1,NA,NA,NA,118.375,6.875,2.75,4.125,NA,0,0,0,0,0.3821428571428571,0.6178571428571429,0,NA,3.77225,0,NA,NA
33,3,3,0,1,1,1,1,20.5,2.7,2.6,0.05,0.1,0.05,0,0.025,0.05,0.98,0.01,0.01,0.02,0.732925,0.975,0.666025641025641,NA
33,3,4,0,1,2,1,NA,60.5,3.4,2.65,0.35,0.625,0.4,0,0.2,0.75,0.8805357142857143,0.0500297619047619,0.06943452380952381,0.08857142857142858,0.8591,0.775,0.8194473684210526,NA
34,1,1,0,NA,NA,NA,NA,93.23622047244095,2.8031496062992125,2.425196850393701,0.12598425196850394,NA,0.25196850393700787,0.031496062992125984,0.06299212598425197,0.25984251968503935,0.9522309711286089,0.01916010498687664,0.028608923884514435,NA,1.890952755905512,0.905511811023622,1.502127118644068,NA
34,1,1,1,NA,NA,NA,NA,95,3,3,0,NA,0,0,0,0,1,0,0,NA,4.55,1,4.55,NA
34,1,2,0,NA,NA,NA,NA,163.1048387096774,2.6693548387096775,2.4274193548387095,0.08064516129032258,NA,0.16129032258064516,0.04838709677419355,0.04838709677419355,0.16129032258064516,0.9670698924731183,0.014560931899641577,0.018369175627240143,NA,1.0382822580645161,0.9596774193548387,0.923135593220339,NA
34,1,2,1,NA,NA,NA,NA,112,6,3,1,NA,2,0,0.5,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,NA,11.1495,0.5,11.1495,NA
34,2,1,0,1,NA,NA,NA,135.07843137254903,2.6601307189542482,2.503267973856209,0.1568627450980392,NA,0,0.026143790849673203,0.026143790849673203,0.06535947712418301,0.978182384064737,0.021817615935262994,0,NA,0.7445359477124183,0.9607843137254902,0.4803020134228188,0.2777777777777778
34,2,1,1,1,NA,NA,NA,180.28571428571428,8.857142857142858,3,5.857142857142857,NA,0,0,0,0,0.3355751391465677,0.6644248608534323,0,NA,4.902285714285714,0,NA,NA
34,2,2,0,1,NA,NA,NA,184.26315789473685,2.460526315789474,2.460526315789474,0,NA,0,0,0,0,1,0,0,NA,0.43156578947368424,1,0.43156578947368424,0.2982456140350877
34,2,2,1,1,NA,NA,NA,177.875,7.125,1.75,5.375,NA,0,0,0,0,0.24196428571428572,0.7580357142857143,0,NA,5.222875,0,NA,NA
34,3,3,0,1,1,1,2,20.5,3.1,2.5,0.1,0.2,0.5,0.025,0.075,0.3,0.9331944444444444,0.010555555555555556,0.05625,0.022083333333333333,0.9513,0.9,0.33844444444444444,NA
34,3,4,0,1,2,1,NA,60.5,3.6,2.4,0.2,0.4,1,0.025,0.15,0.425,0.8902110389610389,0.019099025974025973,0.09068993506493506,0.03534090909090909,0.688275,0.85,0.34543243243243243,NA
35,1,1,0,NA,NA,NA,NA,91.44166666666666,2.5416666666666665,2.375,0.05,NA,0.11666666666666667,0,0.025,0.1,0.9774537037037037,0.005509259259259259,0.017037037037037038,NA,1.1255583333333334,0.9666666666666667,0.814271186440678,NA
35,1,1,1,NA,NA,NA,NA,88,1,1,0,NA,0,0,0,0,1,0,0,NA,3.292,1,3.292,NA
35,1,2,0,NA,NA,NA,NA,156.1048387096774,2.532258064516129,2.532258064516129,0,NA,0,0,0,0,1,0,0,NA,0.2575806451612903,1,0.2575806451612903,NA
35,1,2,1,NA,NA,NA,NA,105,7.5,2.5,1.5,NA,3.5,0,0.5,2,0.5454545454545454,0.13636363636363635,0.3181818181818182,NA,6.017,0.5,1.159,NA
35,2,1,0,2,NA,NA,NA,154.7079646017699,2.6814159292035398,2.601769911504425,0.07964601769911504,NA,0,0.008849557522123894,0.02654867256637168,0.08849557522123894,0.9866835229667088,0.013316477033291191,0,NA,0.6620530973451327,0.9734513274336283,0.6009279279279279,0
35,2,1,1,2,NA,NA,NA,172.87234042553192,6.680851063829787,2.723404255319149,3.9574468085106385,NA,0,0,0.02127659574468085,0.0851063829787234,0.3894123606889564,0.6105876393110435,0,NA,3.177021276595745,0.02127659574468085,3.009,NA
35,2,2,0,2,NA,NA,NA,155.95535714285714,2.544642857142857,2.5267857142857144,0.017857142857142856,NA,0,0.008928571428571428,0.008928571428571428,0.03571428571428571,0.9964285714285714,0.0035714285714285718,0,NA,0.6552053571428571,0.9910714285714286,0.6433873873873874,0.5268528464017186
35,2,2,1,2,NA,NA,NA,172.625,6.604166666666667,2.6875,3.9166666666666665,NA,0,0,0,0,0.38892195767195764,0.6110780423280423,0,NA,3.2290208333333332,0,NA,NA
35,3,3,0,2,1,1,1,20.5,2.525,2.525,0,0,0,0,0,0,1,0,0,0,0.4074,0.975,0.3302307692307692,NA
35,3,4,0,2,2,1,NA,60.5,3.325,2.675,0.275,0.65,0.375,0.025,0.175,0.75,0.8828373015873016,0.04005952380952381,0.0771031746031746,0.11716269841269841,0.891475,0.775,0.8774848484848484,NA
36,1,1,0,NA,NA,NA,NA,98.28472222222223,3.4583333333333335,2.3194444444444446,0.3680555555555556,NA,0.7708333333333334,0.027777777777777776,0.125,0.7222222222222222,0.8955849802203969,0.02928550037925038,0.07512951940035273,NA,1.2606180555555555,0.8680555555555556,1.0702230215827337,NA
36,1,1,1,NA,NA,NA,NA,112,4,4,0,NA,0,0,0,0,1,0,0,NA,2.65,1,2.65,NA
36,1,2,0,NA,NA,NA,NA,180.1048387096774,2.556451612903226,2.4596774193548385,0.03225806451612903,NA,0.06451612903225806,0.008064516129032258,0.008064516129032258,0.056451612903225805,0.9935483870967742,0.002150537634408602,0.004301075268817204,NA,1.1811290322580645,0.9758064516129032,1.1521138211382114,NA
36,1,2,1,NA,NA,NA,NA,129,5.5,1.5,1.5,NA,2.5,0.5,0.5,1.5,0.5555555555555556,0.16666666666666666,0.2777777777777778,NA,5.1295,0.5,1.475,NA
36,2,1,0,2,NA,NA,NA,126.92035398230088,3.769911504424779,2.575221238938053,0.7345132743362832,NA,0.46017699115044247,0.07964601769911504,0.2920353982300885,0.9292035398230089,0.8482782949597109,0.10662503671353228,0.04509666832675682,NA,1.0448761061946903,0.7787610619469026,0.890621359223301,0.1763565891472868
36,2,1,1,2,NA,NA,NA,165.46808510638297,7.23404255319149,2.723404255319149,3.4468085106382977,NA,1.0638297872340425,0,0.2553191489361702,1.0212765957446808,0.4153994194513594,0.4975637472665007,0.08703683328213992,NA,2.877617021276596,0.14893617021276595,1.4505,NA
36,2,2,0,2,NA,NA,NA,190.20535714285714,3.8035714285714284,2.5535714285714284,0.9017857142857143,NA,0.3482142857142857,0.0625,0.2857142857142857,1,0.8415484186098682,0.12131655692580062,0.03713502446433119,NA,0.7602767857142857,0.7678571428571429,0.580952380952381,0.3979013045944413
36,2,2,1,2,NA,NA,NA,165.375,7.5,2.4583333333333335,3.9375,NA,1.1041666666666667,0,0.22916666666666666,0.7916666666666666,0.34362055428231897,0.5595381776447953,0.09684126807288572,NA,3.1190416666666665,0.14583333333333334,1.0545,NA
36,3,3,0,2,1,1,2,20.5,2.475,2.375,0.05,0.1,0.05,0.025,0.025,0.075,0.9875,0.00625,0.00625,0.0125,0.8594,0.95,0.4040769230769231,NA
36,3,4,0,2,2,1,NA,60.5,2.75,2.525,0.05,0.175,0.175,0,0.025,0.175,0.9629166666666666,0.005,0.03208333333333333,0.03208333333333333,0.462075,0.925,0.4452820512820513,NA
37,1,1,0,NA,NA,NA,NA,91.44166666666666,3.0416666666666665,2.4583333333333335,0.19166666666666668,NA,0.39166666666666666,0.016666666666666666,0.08333333333333333,0.35833333333333334,0.9395950577200577,0.021162518037518036,0.039242424242424245,NA,0.8793,0.925,0.769155172413793,NA
37,1,1,1,NA,NA,NA,NA,88,14,4,4,NA,6,0,1,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,NA,1.142,0,1.142,NA
37,1,2,0,NA,NA,NA,NA,156.1048387096774,3.5161290322580645,2.7096774193548385,0.25,NA,0.5564516129032258,0.008064516129032258,0.10483870967741936,0.49193548387096775,0.931368591876182,0.0212811066226626,0.04735030150115539,NA,0.6132903225806452,0.8870967741935484,0.5689916666666667,NA
37,1,2,1,NA,NA,NA,NA,105,7,2.5,2,NA,2.5,0,1,4.5,0.3571428571428571,0.2857142857142857,0.3571428571428571,NA,2.9175,0,NA,NA
37,2,1,0,1,NA,NA,NA,155.30065359477123,3.7973856209150325,2.7777777777777777,0.49019607843137253,NA,0.5294117647058824,0.0196078431372549,0.1503267973856209,0.6470588235294118,0.8956288802070536,0.0499281291463954,0.05444299064655102,NA,0.5453790849673202,0.8300653594771242,0.4569731543624161,0.31105263157894736
37,2,1,1,1,NA,NA,NA,189,7,2,4.571428571428571,NA,0.42857142857142855,0,0,0.42857142857142855,0.28656462585034015,0.6644557823129251,0.04897959183673469,NA,4.971857142857143,0,NA,NA
37,2,2,0,1,NA,NA,NA,163.10526315789474,2.8421052631578947,2.4342105263157894,0.15789473684210525,NA,0.25,0.006578947368421052,0.07236842105263158,0.2565789473684211,0.9476105035315562,0.018478962557909925,0.03391053391053391,NA,0.5868552631578947,0.9210526315789473,0.5204068965517241,0.24492234169653523
37,2,2,1,1,NA,NA,NA,185.5,8.75,2.375,5,NA,1.375,0,0.125,1,0.28800897170462386,0.652208419599724,0.059782608695652176,NA,4.496125,0,NA,NA
37,3,3,0,1,1,1,1,20.5,2.425,2.325,0.05,0.1,0.05,0,0.025,0.075,0.98,0.01,0.01,0.02,0.47855000000000003,0.95,0.3687948717948718,NA
37,3,4,0,1,2,1,NA,60.5,2.675,2.25,0.1,0.2,0.325,0,0.075,0.225,0.9463636363636364,0.013522727272727273,0.040113636363636365,0.027045454545454546,0.387075,0.875,0.3281794871794872,NA
38,1,1,0,NA,NA,NA,NA,152.5609756097561,3.1463414634146343,2.5609756097560976,0.2032520325203252,NA,0.3821138211382114,0.016260162601626018,0.04878048780487805,0.3089430894308943,0.957654280629109,0.012978930181586875,0.02936678918930412,NA,1.7619837398373983,0.9349593495934959,1.4090252100840337,NA
38,1,1,1,NA,NA,NA,NA,185,4,4,0,NA,0,0,0,0,1,0,0,NA,6.684,1,6.684,NA
38,1,2,0,NA,NA,NA,NA,183.85321100917432,3.055045871559633,2.5137614678899083,0.44954128440366975,NA,0.09174311926605505,0.10550458715596331,0.43119266055045874,0.9220183486238532,0.8750377298542437,0.11232012126507539,0.01264214888068099,NA,1.716605504587156,0.7981651376146789,1.4777731958762887,NA
38,1,2,1,NA,NA,NA,NA,155,3.5,1.5,0.5,NA,1.5,0,0.5,1.5,0.4583333333333333,0.16666666666666666,0.375,NA,7.0045,1,4.367,NA
38,2,1,0,1,NA,NA,NA,114.38562091503267,2.816993464052288,2.4379084967320264,0.3790849673202614,NA,0,0.006535947712418301,0.20261437908496732,0.49673202614379086,0.9340272472625414,0.06597275273745862,0,NA,1.4549803921568627,0.869281045751634,1.3124370860927153,0.24280039721946373
38,2,1,1,1,NA,NA,NA,158.85714285714286,6.571428571428571,2.857142857142857,3.7142857142857144,NA,0,0,0.5714285714285714,1.1428571428571428,0.44019274376417233,0.5598072562358276,0,NA,4.380285714285714,0.14285714285714285,NA,NA
