sub,ses,context,switch,train_type,transfer,full_transfer_first,original_house,t,n_clicks,n_cc,n_oc,n_lc,n_nc,setting_sticks,setting_slips,context_changes,accuracy,setting_errors,general_errors,learned_setting_errors,rt,win,rt_correct,transition_probabilities
7,1,1,1,NA,NA,NA,NA,88,18,4,5,NA,9,1,1,8,0.2222222222222222,0.2777777777777778,0.5,NA,4.417,0,NA,NA
7,1,2,0,NA,NA,NA,NA,156.1048387096774,2.661290322580645,2.4274193548387095,0.08064516129032258,NA,0.1532258064516129,0.008064516129032258,0.03225806451612903,0.1935483870967742,0.9773185483870968,0.007560483870967742,0.015120967741935484,NA,0.4050483870967742,0.9354838709677419,0.3859344262295082,NA
7,1,2,1,NA,NA,NA,NA,105,9.5,2.5,3,NA,4,0.5,1,3,0.26136363636363635,0.34090909090909094,0.3977272727272727,NA,3.859,0,1.859,NA
7,2,1,0,2,NA,NA,NA,147.97272727272727,4.5181818181818185,2.536363636363636,1.490909090909091,NA,0.4909090909090909,0.23636363636363636,0.6454545454545455,2.290909090909091,0.7117150831624516,0.2643643198906357,0.023920596946912735,NA,0.7403363636363637,0.6909090909090909,0.5661807228915663,NA
7,2,1,1,2,NA,NA,NA,161,5.829787234042553,2.404255319148936,2.5319148936170213,NA,0.8936170212765957,0,0.5531914893617021,1.9574468085106382,0.5210095639790366,0.39316097100555936,0.08582946501540396,NA,1.7641702127659575,0.48936170212765956,1.265235294117647,NA
7,2,2,0,2,NA,NA,NA,173.42592592592592,4.768518518518518,2.6203703703703702,1.8055555555555556,NA,0.3425925925925926,0.28703703703703703,0.7222222222222222,2.5925925925925926,0.6552849927849927,0.3127034231200898,0.03201158409491743,NA,0.8954166666666666,0.4537037037037037,0.7472987012987014,NA
7,2,2,1,2,NA,NA,NA,164.15217391304347,5.434782608695652,2.217391304347826,2.5,NA,0.717391304347826,0,0.5,1.565217391304348,0.5167709102491711,0.41655210731297687,0.066676982437852,NA,1.7212173913043478,0.45652173913043476,0.8654666666666666,NA
7,3,1,0,2,NA,NA,NA,88.42105263157895,2.5,2.4473684210526314,0.05263157894736842,NA,0,0,0.02631578947368421,0.05263157894736842,0.9894736842105263,0.010526315789473684,0,NA,0.8903684210526316,0.9736842105263158,0.8903684210526316,NA
7,3,1,1,2,NA,NA,NA,87.58823529411765,2.6470588235294117,2.5,0.14705882352941177,NA,0,0.058823529411764705,0.08823529411764706,0.17647058823529413,0.9588235294117647,0.041176470588235294,0,NA,1.3213235294117647,0.9705882352941176,1.28953125,NA
7,3,2,0,2,NA,NA,NA,80.02631578947368,2.526315789473684,2.4210526315789473,0.10526315789473684,NA,0,0,0.05263157894736842,0.10526315789473684,0.9828947368421053,0.017105263157894738,0,NA,1.000578947368421,0.9473684210526315,1.000578947368421,NA
7,3,2,1,2,NA,NA,NA,88.05714285714286,3.085714285714286,2.8,0.22857142857142856,NA,0.05714285714285714,0.02857142857142857,0.14285714285714285,0.34285714285714286,0.9423809523809524,0.047142857142857146,0.010476190476190476,NA,1.3499714285714286,0.8571428571428571,1.3279117647058822,NA
8,1,1,0,NA,NA,NA,NA,102.21854304635761,4.516556291390729,3.0596026490066226,0.4966887417218543,NA,0.9602649006622517,0.039735099337748346,0.2119205298013245,1.1920529801324504,0.8432412081418704,0.052010593649666495,0.10474819820846311,NA,0.9749470198675497,0.7483443708609272,0.7283834586466166,NA
8,1,1,1,NA,NA,NA,NA,205,8,3,2,NA,3,0,1,4,0.375,0.25,0.375,NA,2.534,0,2.534,NA
8,1,2,0,NA,NA,NA,NA,192.84126984126985,3.492063492063492,2.8015873015873014,0.2777777777777778,NA,0.4126984126984127,0.03968253968253968,0.15873015873015872,0.626984126984127,0.9087214639532936,0.043158566811449015,0.04811996923525746,NA,0.5186190476190476,0.8095238095238095,0.44015652173913045,NA
8,1,2,1,NA,NA,NA,NA,180.5,10.5,2.5,2.5,NA,5.5,0,1,4.5,0.225,0.225,0.55,NA,6.121,0,NA,NA
8,2,1,0,2,NA,NA,NA,149.2566371681416,11.557522123893806,3.9292035398230087,3.168141592920354,NA,4.460176991150442,0.3008849557522124,0.7256637168141593,5.557522123893805,0.47732866378251404,0.22017602364429992,0.302495312573186,NA,1.0288407079646018,0.336283185840708,0.5036046511627907,NA
8,2,1,1,2,NA,NA,NA,156.4468085106383,12.72340425531915,3.851063829787234,5.042553191489362,NA,3.8297872340425534,0,0.6808510638297872,5.23404255319149,0.46345674426489486,0.30062242483177076,0.2359208309033344,NA,0.9765957446808511,0.3829787234042553,0.3321363636363637,NA
8,2,2,0,2,NA,NA,NA,177.1743119266055,8.100917431192661,3.229357798165138,2.18348623853211,NA,2.688073394495413,0.4036697247706422,0.7522935779816514,4,0.5309617711366807,0.2321371919966744,0.23690103686664488,NA,0.8546238532110092,0.42201834862385323,0.312975,NA
8,2,2,1,2,NA,NA,NA,156.54166666666666,14.604166666666666,3.5416666666666665,5.833333333333333,NA,5.229166666666667,0,0.7916666666666666,5.458333333333333,0.35493656378162325,0.32326007458837724,0.32180336162999945,NA,1.5995833333333334,0.2916666666666667,0.34473333333333334,NA
8,3,1,0,2,NA,NA,NA,84.8157894736842,13.736842105263158,3.8947368421052633,3.710526315789474,NA,6.131578947368421,0.3157894736842105,0.868421052631579,6.2631578947368425,0.3412836048291526,0.24627589252683063,0.41244050264401677,NA,1.4452105263157895,0.13157894736842105,0.55775,NA
8,3,1,1,2,NA,NA,NA,81.05263157894737,9.842105263157896,3.1315789473684212,2.3947368421052633,NA,4.315789473684211,0.15789473684210525,0.7894736842105263,4.5,0.4078215348366028,0.19464627324665523,0.397532191916742,NA,1.0151052631578947,0.3157894736842105,0.5051875,NA
8,3,2,0,2,NA,NA,NA,80.48571428571428,9.742857142857142,3.0285714285714285,2.3142857142857145,NA,4.4,0.4,0.8285714285714286,4.628571428571429,0.33366165135571896,0.237735239292486,0.428603109351795,NA,1.0703714285714285,0.3142857142857143,0.5162857142857142,NA
8,3,2,1,2,NA,NA,NA,81.86486486486487,10.837837837837839,3.189189189189189,2.4324324324324325,NA,5.216216216216216,0.16216216216216217,0.7027027027027027,4.72972972972973,0.40406447024094083,0.1587346543228896,0.43720087543616953,NA,1.2017297297297298,0.2972972972972973,0.49736363636363634,NA
9,1,1,0,NA,NA,NA,NA,67.45882352941176,3.4,2.4705882352941178,0.3176470588235294,NA,0.611764705882353,0,0.12941176470588237,0.6470588235294118,0.9116982690512102,0.029444803562450623,0.05885692738633915,NA,0.9051058823529412,0.8823529411764706,0.6307402597402597,NA
9,1,1,1,NA,NA,NA,NA,96,13,4,2,NA,7,0,1,5,0.3076923076923077,0.15384615384615385,0.5384615384615384,NA,5.883,0,NA,NA
9,1,2,0,NA,NA,NA,NA,111.20481927710843,3.0481927710843375,2.397590361445783,0.24096385542168675,NA,0.40963855421686746,0,0.07228915662650602,0.3493975903614458,0.9448614972711358,0.01850993718463598,0.03662856554422819,NA,0.4136867469879518,0.927710843373494,0.4043048780487805,NA
9,1,2,1,NA,NA,NA,NA,93,5.5,1.5,2,NA,2,0.5,0.5,2,0.2833333333333333,0.3333333333333333,0.3833333333333333,NA,4.35,0,NA,NA
9,2,1,0,1,NA,NA,NA,133.09933774834437,4.642384105960265,2.629139072847682,0.9801324503311258,NA,1.033112582781457,0.08609271523178808,0.3708609271523179,1.423841059602649,0.7748681154797243,0.12065316192702247,0.10447872259325318,NA,0.6173245033112583,0.7019867549668874,0.42844444444444446,NA
9,2,1,1,1,NA,NA,NA,158,11.428571428571429,2.5714285714285716,4.571428571428571,NA,4.285714285714286,0,0.8571428571428571,2.7142857142857144,0.23005565862708718,0.4032003710575139,0.3667439703153989,NA,3.612142857142857,0,NA,NA
9,2,2,0,1,NA,NA,NA,190.9337748344371,5.178807947019868,2.6688741721854305,1,NA,1.509933774834437,0.046357615894039736,0.31788079470198677,1.5827814569536425,0.7667091679680612,0.09132538615961822,0.14196544587232057,NA,0.634887417218543,0.6688741721854304,0.4170708661417323,NA
9,2,2,1,1,NA,NA,NA,158.375,16.5,3.875,7.5,NA,5.125,0,0.875,4.75,0.26342868676544134,0.45109781686247225,0.28547349637208635,NA,3.404125,0,NA,NA
9,3,1,0,1,NA,NA,NA,87,3.6,2.65,0.325,NA,0.625,0.05,0.225,0.775,0.8686706349206349,0.05192460317460317,0.07940476190476191,NA,0.6996,0.825,0.6389166666666667,NA
9,3,1,1,1,NA,NA,NA,86,4.368421052631579,2.8421052631578947,0.7105263157894737,NA,0.8157894736842105,0.10526315789473684,0.3157894736842105,1.2105263157894737,0.8213943950786056,0.09190210374420901,0.0867035011771854,NA,1.164078947368421,0.7631578947368421,1.1232727272727272,NA
9,3,2,0,1,NA,NA,NA,66.07692307692308,4.487179487179487,2.3846153846153846,0.7692307692307693,NA,1.3333333333333333,0,0.3333333333333333,1.4615384615384615,0.7450017144349128,0.0820601950156606,0.17293809054942658,NA,0.8657179487179487,0.6666666666666666,0.78165625,NA
9,3,2,1,1,NA,NA,NA,84.775,4.65,2.45,0.95,NA,1.25,0.375,0.5,1.925,0.6426923076923077,0.1547687728937729,0.2025389194139194,NA,1.586675,0.65,1.2638888888888888,NA
10,1,1,0,NA,NA,NA,NA,100.66917293233082,3.3759398496240602,2.6466165413533833,0.22556390977443608,NA,0.5037593984962406,0.015037593984962405,0.11278195488721804,0.5488721804511278,0.9191595548142286,0.024391566487214817,0.0564488786985566,NA,1.5579248120300753,0.8721804511278195,1.4501626016260163,NA
10,1,1,1,NA,NA,NA,NA,110,1,1,0,NA,0,0,0,0,1,0,0,NA,7.417,1,7.417,NA
10,1,2,0,NA,NA,NA,NA,175.00787401574803,2.968503937007874,2.62992125984252,0.13385826771653545,NA,0.2047244094488189,0.023622047244094488,0.08661417322834646,0.28346456692913385,0.957180352455943,0.020153730783652044,0.02266591676040495,NA,1.2119606299212597,0.9212598425196851,1.1632083333333334,NA
10,1,2,1,NA,NA,NA,NA,190,8,3,2,NA,3,0,1,5,0.375,0.25,0.375,NA,6.966,0,NA,NA
